steering_wheel_angle,,等效转角,,
-182.91 ,-0.188930055,-10.8248948,,14.68784944
-182.32 ,-0.188389641,-10.79393135,,14.68879917
-181.74 ,-0.187848851,-10.76294633,,14.68975214
-181.16 ,-0.18730778,-10.73194529,,14.69069215
-180.58 ,-0.186766334,-10.70092269,,14.69163535
-180.00 ,-0.186224545,-10.66988045,,14.69257117
-179.42 ,-0.185682445,-10.63882043,,14.69351016
-178.84 ,-0.185140005,-10.60774089,,14.6944359
-178.26 ,-0.184597195,-10.57664017,,14.69536475
-177.68 ,-0.184054049,-10.54552019,,14.69629236
-177.10 ,-0.183510539,-10.51437936,,14.69721673
-176.52 ,-0.182966699,-10.48321963,,14.69813394
-175.94 ,-0.182422563,-10.45204295,,14.69906011
-175.36 ,-0.181878044,-10.42084431,,14.69996623
-174.78 ,-0.181333177,-10.38962572,,14.7008818
-174.20 ,-0.180787937,-10.35838576,,14.70178951
-173.61 ,-0.180242419,-10.32712989,,14.70270672
-173.03 ,-0.17969648,-10.2958499,,14.70360353
-172.45 ,-0.179150275,-10.26455464,,14.70450932
-171.87 ,-0.178603663,-10.23323607,,14.70540756
-171.29 ,-0.178056681,-10.20189631,,14.70630879
-170.71 ,-0.177509423,-10.17054079,,14.70719528
-170.13 ,-0.176961755,-10.13916167,,14.70809129
-169.55 ,-0.176413769,-10.10776443,,14.70897293
-168.97 ,-0.175865391,-10.07634466,,14.70987025
-168.39 ,-0.175316714,-10.04490781,,14.71074642
-167.81 ,-0.174767664,-10.01344957,,14.71163164
-167.23 ,-0.17421828,-9.981972166,,14.71250891
-166.65 ,-0.173668489,-9.950471448,,14.71338905
-166.07 ,-0.173118386,-9.918952851,,14.71426063
-165.49 ,-0.172567899,-9.887412318,,14.71513505
-164.90 ,-0.172017071,-9.855852144,,14.71599447
-164.32 ,-0.171465884,-9.824271507,,14.716863
-163.74 ,-0.170914381,-9.792672707,,14.71772962
-163.16 ,-0.170362494,-9.76105192,,14.71858577
-162.58 ,-0.169810212,-9.72940848,,14.71943989
-162.00 ,-0.169257629,-9.697747795,,14.72029626
-161.42 ,-0.168704629,-9.666063201,,14.7211441
-160.84 ,-0.168151306,-9.634360128,,14.72199464
-160.26 ,-0.167597598,-9.602635041,,14.72283606
-159.68 ,-0.16704355,-9.570890401,,14.72368716
-159.10 ,-0.166489152,-9.539125722,,14.72452201
-158.52 ,-0.165934396,-9.507340568,,14.72535947
-157.94 ,-0.165379226,-9.475531676,,14.72619466
-157.36 ,-0.164823737,-9.443704471,,14.72703249
-156.78 ,-0.164267872,-9.411855764,,14.7278537
-156.20 ,-0.163711627,-9.379985302,,14.72868463
-155.61 ,-0.163155048,-9.34809568,,14.72949924
-155.03 ,-0.162598083,-9.316183896,,14.73032986
-154.45 ,-0.162040728,-9.284249833,,14.7311445
-153.87 ,-0.161483031,-9.252296157,,14.73196117
-153.29 ,-0.160924991,-9.220322779,,14.73277529
-152.71 ,-0.160366558,-9.188326944,,14.73358457
-152.13 ,-0.159807734,-9.156308702,,14.73438433
-151.55 ,-0.159248567,-9.12427081,,14.73519341
-150.97 ,-0.158689013,-9.092210693,,14.7359924
-150.39 ,-0.158129119,-9.060131149,,14.73679379
-149.81 ,-0.157568798,-9.028027105,,14.73758495
-149.23 ,-0.157008145,-8.995904049,,14.73838297
-148.65 ,-0.156447119,-8.96375963,,14.73916988
-148.07 ,-0.155885681,-8.931591611,,14.73995986
-147.49 ,-0.155323927,-8.899405476,,14.74074086
-146.90 ,-0.154761731,-8.867193998,,14.74152414
-146.32 ,-0.154199189,-8.834962714,,14.7422983
-145.74 ,-0.153636309,-8.802712081,,14.7430827
-145.16 ,-0.153073014,-8.770437655,,14.74384846
-144.58 ,-0.152509315,-8.738140065,,14.74462368
-144.00 ,-0.151945265,-8.705822404,,14.74538589
-143.42 ,-0.151380876,-8.673485309,,14.74615622
-142.84 ,-0.150816035,-8.641122263,,14.74691255
-142.26 ,-0.150250879,-8.608741254,,14.74767702
-141.68 ,-0.1496853,-8.57633593,,14.7484281
-141.10 ,-0.149119353,-8.543909543,,14.74918733
-140.52 ,-0.148553013,-8.511460656,,14.74993301
-139.94 ,-0.147986297,-8.478990232,,14.75068681
-139.36 ,-0.147419182,-8.446496972,,14.75142613
-138.78 ,-0.146851728,-8.413984212,,14.75217438
-138.20 ,-0.146283833,-8.381446226,,14.75290797
-137.61 ,-0.145715597,-8.348888703,,14.75365128
-137.03 ,-0.145146962,-8.316308335,,14.75437975
-136.45 ,-0.144577951,-8.283706381,,14.75511637
-135.87 ,-0.144008508,-8.251079744,,14.75583874
-135.29 ,-0.143438735,-8.218434161,,14.7565701
-134.71 ,-0.142868542,-8.185764489,,14.75728782
-134.13 ,-0.142297954,-8.153072212,,14.75801376
-133.55 ,-0.141726998,-8.12035883,,14.75872425
-132.97 ,-0.141155627,-8.087621655,,14.7594446
-132.39 ,-0.140583905,-8.054864399,,14.76015011
-131.81 ,-0.140011752,-8.022082454,,14.76086466
-131.23 ,-0.139439234,-7.989279624,,14.76156422
-130.65 ,-0.138866311,-7.956453556,,14.7622728
-130.07 ,-0.138292979,-7.923604059,,14.76296705
-129.49 ,-0.137719271,-7.890733013,,14.76366953
-128.90 ,-0.137145186,-7.857840326,,14.76435831
-128.32 ,-0.136570688,-7.82492401,,14.76505702
-127.74 ,-0.135995779,-7.791984163,,14.76574016
-127.16 ,-0.135420496,-7.759022887,,14.76643243
-126.58 ,-0.134844809,-7.726038453,,14.76711148
-126.00 ,-0.134268723,-7.693031164,,14.76779885
-125.42 ,-0.133692245,-7.660001388,,14.76847192
-124.84 ,-0.133115382,-7.626949557,,14.76915509
-124.26 ,-0.13253811,-7.593874313,,14.76982291
-123.68 ,-0.13196044,-7.560776259,,14.77050082
-123.10 ,-0.131382383,-7.527656059,,14.77116409
-122.52 ,-0.13080389,-7.494510824,,14.77183571
-121.94 ,-0.130225037,-7.461345003,,14.77249427
-121.36 ,-0.129645747,-7.428154108,,14.77316121
-120.78 ,-0.129066098,-7.394942682,,14.7738149
-120.19 ,-0.128486017,-7.361706482,,14.774477
-119.61 ,-0.127905554,-7.32844841,,14.77512566
-119.03 ,-0.12732467,-7.295166219,,14.77578276
-118.45 ,-0.126743388,-7.261861224,,14.77642619
-117.87 ,-0.126161703,-7.228533106,,14.77707811
-117.29 ,-0.12557961,-7.195181649,,14.77771712
-116.71 ,-0.124997108,-7.161806739,,14.77836554
-116.13 ,-0.124414196,-7.128408363,,14.77899807
-115.55 ,-0.123830905,-7.094988225,,14.77964194
-114.97 ,-0.12324718,-7.061543252,,14.78026968
-114.39 ,-0.122663055,-7.028075355,,14.78090976
-113.81 ,-0.122078536,-6.994584899,,14.78153352
-113.23 ,-0.121493605,-6.961070782,,14.78216777
-112.65 ,-0.120908243,-6.927532048,,14.78278643
-112.07 ,-0.120322492,-6.893970945,,14.78341657
-111.49 ,-0.11973631,-6.8603852,,14.78403089
-110.90 ,-0.11914974,-6.826777236,,14.78465682
-110.32 ,-0.118562748,-6.793145043,,14.78526569
-109.74 ,-0.117975352,-6.759489742,,14.78588622
-109.16 ,-0.117387548,-6.725811072,,14.78649247
-108.58 ,-0.116799309,-6.692107459,,14.78710841
-108.00 ,-0.116210685,-6.658381792,,14.78770987
-107.42 ,-0.115621628,-6.624631319,,14.78832209
-106.84 ,-0.115032168,-6.590857715,,14.78891758
-106.26 ,-0.114442285,-6.55705995,,14.78952593
-105.68 ,-0.11385199,-6.523238531,,14.79011833
-105.10 ,-0.113261293,-6.489394078,,14.79072161
-104.52 ,-0.11267016,-6.455524634,,14.79130976
-103.94 ,-0.112078629,-6.421632442,,14.79190886
-103.36 ,-0.111486673,-6.38771585,,14.7924926
-102.78 ,-0.110894289,-6.353774714,,14.79308732
-102.19 ,-0.110301498,-6.319810326,,14.79366647
-101.61 ,-0.109708282,-6.285821526,,14.79425884
-101.03 ,-0.109114666,-6.251809867,,14.79483321
-100.45 ,-0.108520615,-6.217773253,,14.79542092
-99.87 ,-0.107926161,-6.183713524,,14.79599441
-99.29 ,-0.107331273,-6.149628945,,14.79656983
-98.71 ,-0.106735967,-6.115520425,,14.79714494
-98.13 ,-0.106140219,-6.081386613,,14.79771636
-97.55 ,-0.105544073,-6.047229917,,14.79828741
-96.97 ,-0.104947509,-6.013049312,,14.79885467
-96.39 ,-0.104350513,-5.978843994,,14.7994215
-95.81 ,-0.103753096,-5.944614502,,14.79998671
-95.23 ,-0.103155249,-5.91036041,,14.80054914
-94.65 ,-0.102556989,-5.876082603,,14.80111105
-94.07 ,-0.101958294,-5.84177991,,14.80166892
-93.48 ,-0.101359186,-5.807453579,,14.80222737
-92.90 ,-0.100759634,-5.77310177,,14.80278286
-92.32 ,-0.100159665,-5.738726109,,14.80333771
-91.74 ,-0.099559275,-5.704326248,,14.8038907
-91.16 ,-0.098958459,-5.669902062,,14.8044406
-90.58 ,-0.098357203,-5.635452613,,14.80498975
-90.00 ,-0.097755529,-5.600979244,,14.80553814
-89.42 ,-0.097153429,-5.566481456,,14.80608454
-88.84 ,-0.096550881,-5.531958003,,14.80663012
-88.26 ,-0.09594792,-5.497410854,,14.80717238
-87.68 ,-0.095344531,-5.462839221,,14.80771499
-87.10 ,-0.094740706,-5.428242594,,14.80825546
-86.52 ,-0.094136457,-5.393621662,,14.80879374
-85.94 ,-0.093531783,-5.358976402,,14.80933232
-85.36 ,-0.092926656,-5.324305213,,14.80986864
-84.78 ,-0.092321118,-5.289610439,,14.81040523
-84.19 ,-0.091715134,-5.254890114,,14.81093818
-83.61 ,-0.091108723,-5.220145276,,14.81147137
-83.03 ,-0.090501875,-5.185375449,,14.81200346
-82.45 ,-0.089894602,-5.150581312,,14.81253309
-81.87 ,-0.089286893,-5.115762108,,14.81306423
-81.29 ,-0.088678738,-5.08091741,,14.81359288
-80.71 ,-0.088070165,-5.046048753,,14.81411895
-80.13 ,-0.087461148,-5.011154654,,14.8146465
-79.55 ,-0.086851696,-4.976235619,,14.81517281
-78.97 ,-0.086241809,-4.941291655,,14.81569784
-78.39 ,-0.085631492,-4.906323095,,14.81622156
-77.81 ,-0.085020731,-4.871329056,,14.81674536
-77.23 ,-0.08440953,-4.836309797,,14.8172678
-76.65 ,-0.083797898,-4.801265913,,14.81779028
-76.07 ,-0.083185828,-4.766196854,,14.81830992
-75.48 ,-0.082573328,-4.73110319,,14.81883102
-74.90 ,-0.081960377,-4.695983697,,14.81935359
-74.32 ,-0.081346999,-4.660839705,,14.81987178
-73.74 ,-0.080733173,-4.6256701,,14.82039291
-73.16 ,-0.080118913,-4.590475593,,14.82091105
-72.58 ,-0.079504202,-4.555255256,,14.82143066
-72.00 ,-0.078889067,-4.520010616,,14.82195027
-71.42 ,-0.078273484,-4.484740295,,14.82246831
-70.84 ,-0.07765746,-4.449444719,,14.82298631
-70.26 ,-0.077040999,-4.414124113,,14.82350582
-69.68 ,-0.076424092,-4.378777918,,14.82402531
-69.10 ,-0.075806737,-4.343406086,,14.82454478
-68.52 ,-0.075188953,-4.308009662,,14.82506205
-67.94 ,-0.074570714,-4.272587184,,14.82558144
-67.36 ,-0.073952046,-4.237140114,,14.82610243
-66.78 ,-0.073332922,-4.201666934,,14.82662507
-66.19 ,-0.072713366,-4.166169008,,14.82714441
-65.61 ,-0.072093363,-4.130645419,,14.82766874
-65.03 ,-0.071472906,-4.095095881,,14.82819144
-64.45 ,-0.070852012,-4.059521254,,14.82871588
-63.87 ,-0.070230677,-4.023921377,,14.82924037
-63.29 ,-0.069608891,-3.988295695,,14.82976841
-62.71 ,-0.068986667,-3.95264484,,14.83029482
-62.13 ,-0.06836399,-3.916968076,,14.83082488
-61.55 ,-0.067740869,-3.881265885,,14.83135691
-60.97 ,-0.067117299,-3.845537983,,14.83188916
-60.39 ,-0.066493281,-3.809784353,,14.83242345
-59.81 ,-0.065868826,-3.774005725,,14.83295988
-59.23 ,-0.065243912,-3.738200825,,14.83350032
-58.65 ,-0.064618557,-3.702370591,,14.83404119
-58.07 ,-0.063992751,-3.666514528,,14.83458248
-57.48 ,-0.0633665,-3.630633015,,14.83512996
-56.90 ,-0.062739797,-3.59472559,,14.83567804
-56.32 ,-0.06211265,-3.558792718,,14.83623063
-55.74 ,-0.061485055,-3.522834136,,14.83678591
-55.16 ,-0.060857002,-3.486849372,,14.83734397
-54.58 ,-0.060228509,-3.45083935,,14.83790693
-54.00 ,-0.059599561,-3.414803291,,14.83847496
-53.42 ,-0.058970164,-3.378741521,,14.83904413
-52.84 ,-0.058340318,-3.34265397,,14.83962071
-52.26 ,-0.057710015,-3.306540273,,14.84019867
-51.68 ,-0.05707927,-3.270401247,,14.84078231
-51.10 ,-0.056448069,-3.234236124,,14.84137399
-50.52 ,-0.055816417,-3.198045103,,14.84196748
-49.94 ,-0.055184315,-3.161828347,,14.84256727
-49.36 ,-0.054551757,-3.125585432,,14.84317362
-48.77 ,-0.053918754,-3.089317031,,14.84378447
-48.19 ,-0.053285268,-3.053020958,,14.84440691
-47.61 ,-0.052651392,-3.016702575,,14.84503213
-47.03 ,-0.052017034,-2.980356506,,14.84566494
-46.45 ,-0.051382179,-2.943981976,,14.846308
-45.87 ,-0.050746938,-2.907585397,,14.84695699
-45.29 ,-0.050111212,-2.871160952,,14.84761944
-44.71 ,-0.049475029,-2.834710347,,14.84828847
-44.13 ,-0.04883836,-2.798231915,,14.84896692
-43.55 ,-0.048201299,-2.761731,,14.84965521
-42.97 ,-0.047563755,-2.725202401,,14.85035378
-42.39 ,-0.046925723,-2.68864586,,14.85106831
-41.81 ,-0.046287277,-2.652065591,,14.85178895
-41.23 ,-0.045648367,-2.61545878,,14.85252674
-40.65 ,-0.045008992,-2.57882526,,14.85327704
-40.07 ,-0.04436919,-2.542167343,,14.85404046
-39.48 ,-0.043728902,-2.505481533,,14.85482325
-38.90 ,-0.043088154,-2.468769376,,14.85562066
-38.32 ,-0.042446952,-2.432031229,,14.85643347
-37.74 ,-0.041805322,-2.395268484,,14.85726246
-37.16 ,-0.041163211,-2.358478244,,14.85811443
-36.58 ,-0.040520632,-2.321661171,,14.85898473
-36.00 ,-0.039877624,-2.284819538,,14.85987701
-35.42 ,-0.039234141,-2.247950705,,14.86079299
-34.84 ,-0.038590208,-2.211056073,,14.86173039
-34.26 ,-0.037945808,-2.174134658,,14.8627004
-33.68 ,-0.037300946,-2.137186754,,14.86369176
-33.10 ,-0.036655626,-2.100212662,,14.86471548
-32.52 ,-0.036009861,-2.063213062,,14.86576714
-31.94 ,-0.035363629,-2.0261867,,14.86685518
-31.36 ,-0.034716933,-1.989133718,,14.86797482
-30.77 ,-0.034069781,-1.952054661,,14.8691353
-30.19 ,-0.033422178,-1.914949722,,14.87033574
-29.61 ,-0.03277411,-1.877818202,,14.87157855
-29.03 ,-0.032125565,-1.840659277,,14.87286692
-28.45 ,-0.031476591,-1.803475823,,14.87420405
-27.87 ,-0.030827127,-1.766264294,,14.87559725
-27.29 ,-0.03017722,-1.729027365,,14.87704671
-26.71 ,-0.029526856,-1.691764259,,14.87856063
-26.13 ,-0.02887602,-1.654474087,,14.88013543
-25.55 ,-0.028224726,-1.617157695,,14.88178918
-24.97 ,-0.027572976,-1.579815128,,14.88351463
-24.39 ,-0.026920764,-1.542446167,,14.88532687
-23.81 ,-0.026268094,-1.505050928,,14.88723369
-23.23 ,-0.02561496,-1.467629076,,14.8892333
-22.65 ,-0.024961364,-1.430180804,,14.89134905
-22.07 ,-0.024307303,-1.392705885,,14.89358092
-21.48 ,-0.02365279,-1.355205041,,14.89595088
-20.90 ,-0.022997807,-1.317677275,,14.8984667
-20.32 ,-0.022342373,-1.280123673,,14.90114303
-19.74 ,-0.021686465,-1.242542921,,14.90399651
-19.16 ,-0.021030097,-1.204935775,,14.9070461
-18.58 ,-0.020373271,-1.167302417,,14.91031994
-18.00 ,-0.019715981,-1.129642506,,14.91384278
-17.42 ,-0.019058227,-1.091955957,,14.91763224
-16.84 ,-0.018400015,-1.054243206,,14.92173355
-16.26 ,-0.017741335,-1.016503628,,14.92618131
-15.68 ,-0.017082199,-0.978737916,,14.93102714
-15.10 ,-0.016422595,-0.940945406,,14.93633581
-14.52 ,-0.015762531,-0.903126509,,14.94214918
-13.94 ,-0.015102002,-0.865280983,,14.94856021
-13.36 ,-0.014441009,-0.827408858,,14.95566371
-12.77 ,-0.013779556,-0.789510406,,14.96357262
-12.19 ,-0.013117637,-0.751585231,,14.97242907
-11.61 ,-0.012455256,-0.713633582,,14.98241036
-11.03 ,-0.011792411,-0.675655377,,14.99373588
-10.45 ,-0.011129105,-0.63765073,,15.00668729
-9.87 ,-0.010465333,-0.599619385,,15.02162341
-9.29 ,-0.009801095,-0.561561383,,15.03901835
-8.71 ,-0.009136393,-0.523476786,,15.05949389
-8.13 ,-0.008471229,-0.485365693,,15.08390343
-7.55 ,-0.0078056,-0.447227909,,15.11341905
-6.97 ,-0.007139506,-0.409063562,,15.14971644
-6.39 ,-0.006472948,-0.370872629,,15.19523843
-5.81 ,-0.005805926,-0.332655071,,15.25370752
-5.23 ,-0.005138442,-0.294411026,,15.3310162
-4.65 ,-0.004470491,-0.256140259,,15.43700426
-4.06 ,-0.003802076,-0.217842888,,15.58926232
-3.48 ,-0.003133196,-0.179518923,,15.8220915
-2.90 ,-0.002463854,-0.141168427,,16.21099466
-2.32 ,-0.001794167,-0.102798198,,16.95499808
-1.74 ,-0.001794167,-0.102798198,,18.76612646
-1.16 ,-0.001794167,-0.102798198,,26.82276674
-0.58 ,-0.001794167,-0.102798198,,20.12012414
0.00 ,0.001794167,0.102798198,,16.56710986
0.58 ,0.001794167,0.102798198,,15.63263274
1.16 ,0.001794167,0.102798198,,15.25297156
1.74 ,0.001794167,0.102798198,,15.0650837
2.32 ,0.001974633,0.11313813,,14.96075135
2.90 ,0.002643822,0.151479828,,14.89828018
3.48 ,0.003312546,0.189794914,,14.85885952
4.06 ,0.003980809,0.228083558,,14.83303202
4.64 ,0.004648607,0.26634555,,14.81565023
5.23 ,0.005315941,0.304581001,,14.80373274
5.81 ,0.00598281,0.342789778,,14.79546407
6.39 ,0.006649217,0.380972085,,14.78969841
6.97 ,0.00731516,0.41912782,,14.7856854
7.55 ,0.007980641,0.457257056,,14.78292462
8.13 ,0.008645657,0.495359649,,14.78106697
8.71 ,0.009310211,0.533435777,,14.77986797
9.29 ,0.0099743,0.571485317,,14.7791576
9.87 ,0.010637928,0.609508378,,14.77880845
10.45 ,0.011301092,0.647504859,,14.77872837
11.03 ,0.011963794,0.685474901,,14.77884844
11.61 ,0.012626032,0.72341832,,14.77911839
12.19 ,0.013287806,0.761335226,,14.77949715
12.77 ,0.013949119,0.799225675,,14.77995756
13.35 ,0.014609971,0.837089658,,14.78046581
13.94 ,0.015270358,0.874927065,,14.78101881
14.52 ,0.015930286,0.912738127,,14.78160004
15.10 ,0.016589762,0.950523331,,14.78218728
15.68 ,0.017248778,0.988282205,,14.78278529
16.26 ,0.017907333,1.026014632,,14.78338224
16.84 ,0.018565434,1.063721007,,14.78397927
17.42 ,0.019223074,1.10140103,,14.78456809
18.00 ,0.019880263,1.139055165,,14.78514467
18.58 ,0.020536984,1.176682492,,14.78571376
19.16 ,0.021193255,1.21428406,,14.78626243
19.74 ,0.021849059,1.251858879,,14.78680586
20.32 ,0.022504416,1.289408035,,14.78732806
20.90 ,0.023159308,1.326930607,,14.78782851
21.48 ,0.023813738,1.36442667,,14.78832185
22.06 ,0.024467709,1.401896466,,14.78879383
22.65 ,0.025121219,1.439339835,,14.7892534
23.23 ,0.025774279,1.476757403,,14.78969171
23.81 ,0.026426871,1.514148181,,14.79011427
24.39 ,0.027079011,1.551513016,,14.79052058
24.97 ,0.027730687,1.588851344,,14.79091177
25.55 ,0.028381902,1.6261632,,14.79128748
26.13 ,0.029032654,1.663448557,,14.79164884
26.71 ,0.029682948,1.700707632,,14.79199187
27.29 ,0.030332784,1.737940501,,14.7923248
27.87 ,0.030982156,1.775146807,,14.79264073
28.45 ,0.031631085,1.812327675,,14.79294376
29.03 ,0.032279544,1.84948165,,14.79323087
29.61 ,0.032927537,1.886608914,,14.79350576
30.19 ,0.033575066,1.923709555,,14.79376932
30.77 ,0.034222136,1.960783967,,14.7940182
31.35 ,0.034868749,1.997832143,,14.79425636
31.94 ,0.035514906,2.03485423,,14.79448416
32.52 ,0.036160603,2.071849911,,14.79469556
33.10 ,0.036805838,2.108819161,,14.79489748
33.68 ,0.037450607,2.145761749,,14.79509043
34.26 ,0.038094895,2.182676692,,14.7952712
34.84 ,0.038738742,2.219566426,,14.79544076
35.42 ,0.039382139,2.256430376,,14.79560205
36.00 ,0.040025067,2.293267398,,14.79575268
36.58 ,0.040667517,2.330077072,,14.79589303
37.16 ,0.041309522,2.366861286,,14.7960262
37.74 ,0.04195106,2.403618664,,14.79614958
38.32 ,0.042592134,2.440349493,,14.79626366
38.90 ,0.043232778,2.477055705,,14.796366
39.48 ,0.043872912,2.513732676,,14.79646505
40.06 ,0.044512612,2.550384783,,14.79655297
40.65 ,0.045151829,2.587009234,,14.79663532
41.23 ,0.0457906,2.623608102,,14.79670719
41.81 ,0.046428894,2.660179679,,14.79677396
42.39 ,0.047066726,2.696724777,,14.79683093
42.97 ,0.047704116,2.733244487,,14.79688323
43.55 ,0.04834104,2.769737547,,14.79693101
44.13 ,0.048977471,2.806202393,,14.79696727
44.71 ,0.049613466,2.84264219,,14.79700186
45.29 ,0.050248982,2.879054601,,14.79702775
45.87 ,0.050884012,2.915439142,,14.79704759
46.45 ,0.051518631,2.951800118,,14.79706379
47.03 ,0.052152703,2.988129791,,14.79707205
47.61 ,0.052786371,3.024436277,,14.79707697
48.19 ,0.053419557,3.060715174,,14.7970765
48.77 ,0.054052261,3.096966457,,14.79707079
49.35 ,0.054684501,3.133191133,,14.79706001
49.94 ,0.055316273,3.169388985,,14.7970443
50.52 ,0.05594757,3.205559656,,14.79701957
51.10 ,0.056578395,3.241703225,,14.79699029
51.68 ,0.057208754,3.277820168,,14.79695038
52.26 ,0.057838664,3.313911324,,14.79690832
52.84 ,0.058468124,3.349976761,,14.79685615
53.42 ,0.059097134,3.386016356,,14.79679814
54.00 ,0.059725692,3.422030078,,14.79673055
54.58 ,0.060353805,3.458018318,,14.79665946
55.16 ,0.060981467,3.493980687,,14.79658114
55.74 ,0.061608675,3.529917075,,14.79649583
56.32 ,0.06223544,3.565828036,,14.79640556
56.90 ,0.06286176,3.60171354,,14.79630678
57.48 ,0.063487623,3.637572857,,14.79620343
58.06 ,0.064113048,3.673407052,,14.79609379
58.65 ,0.064738016,3.709215117,,14.79597807
59.23 ,0.065362542,3.744997787,,14.79585638
59.81 ,0.065986621,3.780754902,,14.79572893
60.39 ,0.066610259,3.816486685,,14.79559413
60.97 ,0.067233447,3.852192777,,14.79545562
61.55 ,0.067856187,3.887873115,,14.79531182
62.13 ,0.068478489,3.923528423,,14.79515942
62.71 ,0.069100338,3.959157714,,14.79500373
63.29 ,0.069721754,3.994762218,,14.7948432
63.87 ,0.070342717,4.030340829,,14.79467458
64.45 ,0.07096324,4.065894131,,14.7945014
65.03 ,0.071583324,4.101422346,,14.79432379
65.61 ,0.072202957,4.136924716,,14.79414185
66.19 ,0.072822156,4.172402198,,14.79395247
66.77 ,0.0734409,4.207853585,,14.79375905
67.36 ,0.074059216,4.24328052,,14.79356167
67.94 ,0.074677085,4.278681804,,14.7933573
68.52 ,0.075294505,4.314057338,,14.79315079
69.10 ,0.075911493,4.349408184,,14.79293756
69.68 ,0.076528037,4.384733543,,14.79272082
70.26 ,0.077144142,4.420033722,,14.79249764
70.84 ,0.077759799,4.455308289,,14.79226967
71.42 ,0.078375021,4.490557937,,14.79203852
72.00 ,0.078989807,4.525782575,,14.79180131
72.58 ,0.079604152,4.560981913,,14.79155965
73.16 ,0.080218045,4.596155429,,14.79131365
73.74 ,0.080831511,4.631304409,,14.7910634
74.32 ,0.081444543,4.666428554,,14.79080757
74.90 ,0.082057131,4.701527269,,14.79054771
75.48 ,0.082669284,4.736601066,,14.79028393
76.06 ,0.083280993,4.771649433,,14.7900163
76.65 ,0.083892269,4.806672975,,14.78974352
77.23 ,0.084503104,4.841671215,,14.78946571
77.81 ,0.085113508,4.876644797,,14.78918298
78.39 ,0.085723487,4.911593999,,14.78889681
78.97 ,0.08633301,4.946517115,,14.78860591
79.55 ,0.086942109,4.981415896,,14.78831174
80.13 ,0.087550779,5.01629011,,14.78801303
80.71 ,0.088159007,5.05113903,,14.78770988
81.29 ,0.088766801,5.085963055,,14.7874024
81.87 ,0.089374159,5.120762086,,14.78709066
82.45 ,0.089981084,5.155536338,,14.78677607
83.03 ,0.090587586,5.190286349,,14.7864561
83.61 ,0.091193649,5.22501123,,14.78613216
84.19 ,0.091799279,5.259711232,,14.78580431
84.77 ,0.092404468,5.29438601,,14.78547265
85.36 ,0.093009247,5.329037315,,14.78513726
85.94 ,0.093613589,5.36366356,,14.78479571
86.52 ,0.094217486,5.398264287,,14.78445186
87.10 ,0.094820966,5.432841183,,14.78410328
87.68 ,0.095424016,5.467393395,,14.78375253
88.26 ,0.096026641,5.501921257,,14.78339599
88.84 ,0.096628851,5.536425368,,14.78303338
89.42 ,0.09723061,5.570903606,,14.78266924
90.00 ,0.097831953,5.605358029,,14.78230078
90.58 ,0.098432869,5.639787961,,14.78192932
91.16 ,0.099033367,5.674193959,,14.78155371
91.74 ,0.099633425,5.708574735,,14.78117404
92.32 ,0.10023306,5.742931281,,14.78078922
92.90 ,0.100832275,5.777263782,,14.78040283
93.48 ,0.101431058,5.811571558,,14.78001144
94.06 ,0.102029421,5.845855201,,14.77961516
94.65 ,0.102627377,5.880115539,,14.77921748
95.23 ,0.103224885,5.914350258,,14.77881504
95.81 ,0.103821967,5.948560552,,14.77840793
96.39 ,0.104418649,5.982747862,,14.77799737
96.97 ,0.105014897,6.016910389,,14.77758451
97.55 ,0.105610725,6.051048792,,14.77716611
98.13 ,0.106206126,6.085162753,,14.77674554
98.71 ,0.106801118,6.119253322,,14.77631627
99.29 ,0.107395661,6.153318113,,14.7758956
99.87 ,0.107989821,6.187360971,,14.77545508
100.45 ,0.108583541,6.221378601,,14.77502611
101.03 ,0.109176851,6.255372768,,14.7745808
101.61 ,0.10976972,6.289341658,,14.77414485
102.19 ,0.110362207,6.323288685,,14.77368968
102.77 ,0.110954242,6.357209762,,14.77324702
103.36 ,0.111545889,6.391108668,,14.77278543
103.94 ,0.112137105,6.424982853,,14.77233527
104.52 ,0.112727893,6.45883249,,14.77186751
105.10 ,0.113318281,6.492659265,,14.77140907
105.68 ,0.113908256,6.526462333,,14.77093434
106.26 ,0.114497804,6.560240959,,14.77046992
106.84 ,0.115086939,6.593995909,,14.76998745
107.42 ,0.115675678,6.627728121,,14.76951429
108.00 ,0.116263988,6.661435848,,14.76902536
108.58 ,0.116851893,6.695120288,,14.76854571
109.16 ,0.117439364,6.728779901,,14.76804956
109.74 ,0.118026453,6.762417628,,14.76756266
110.32 ,0.118613112,6.796030707,,14.76705951
110.90 ,0.119199371,6.829620893,,14.76656562
111.48 ,0.119785212,6.863187098,,14.76605571
112.07 ,0.120370643,6.89672984,,14.76555409
112.65 ,0.12095565,6.930248229,,14.76503767
113.23 ,0.121540271,6.963744575,,14.76452951
113.81 ,0.122124497,6.997218243,,14.76400491
114.39 ,0.122708289,7.030667089,,14.76348949
114.97 ,0.123291668,7.06409221,,14.76295881
115.55 ,0.123874654,7.097494851,,14.7624364
116.13 ,0.124457243,7.130874774,,14.76189708
116.71 ,0.125039434,7.164231838,,14.76136878
117.29 ,0.125621196,7.197564329,,14.76082294
117.87 ,0.126202558,7.230873935,,14.76028624
118.45 ,0.126783523,7.264160808,,14.75973494
119.03 ,0.127364067,7.297423493,,14.75919192
