yaw_rate_const,yaw_rate_const_kf,yaw_rate,yaw_rate_kf,yaw_rate_MOKF
0,3.55451e-28,-0.0042586,-0.00405061,-0.0137882
0,3.21639e-28,-0.0042586,-0.00407802,-0.0138815
0,2.91043e-28,-0.0042586,-0.00410181,-0.0139625
0,2.63357e-28,-0.0042586,-0.00412247,-0.0140328
0,2.38305e-28,-0.0042586,-0.00414041,-0.0140939
0,2.15637e-28,-0.0042586,-0.00415599,-0.0141469
0,1.95124e-28,-0.00851721,-0.00473068,-0.0161032
0,1.76563e-28,-0.00851721,-0.00522965,-0.0178017
0,1.59768e-28,-0.00851721,-0.00566287,-0.0192763
0,1.4457e-28,-0.00851721,-0.006039,-0.0205567
0,1.30817e-28,-0.00851721,-0.00636556,-0.0216683
0,1.18373e-28,-0.00851721,-0.00664909,-0.0226334
0,1.07113e-28,-0.00851721,-0.00689526,-0.0234714
0,9.69241e-29,-0.00851721,-0.00710899,-0.0241989
0,8.77042e-29,0,-0.00617221,-0.0210101
0,7.93613e-29,0,-0.00535887,-0.0182415
0,7.18121e-29,0,-0.00465271,-0.0158378
0,6.4981e-29,0,-0.0040396,-0.0137507
0,5.87997e-29,0,-0.00350728,-0.0119387
0,5.32063e-29,0,-0.00304511,-0.0103655
0,4.81451e-29,0,-0.00264385,-0.00899961
0,4.35653e-29,0,-0.00229545,-0.00781369
0,3.94212e-29,-0.0042586,-0.00255415,-0.00869428
0,3.56712e-29,-0.0042586,-0.00277875,-0.00945883
0,3.2278e-29,0,-0.00241258,-0.0082124
0,2.92076e-29,0,-0.00209467,-0.00713021
0,2.64292e-29,-0.0042586,-0.00237982,-0.00810086
0,2.39151e-29,-0.0042586,-0.00262739,-0.00894361
0,2.16402e-29,-0.0042586,-0.00284235,-0.0096753
0,1.95817e-29,-0.0042586,-0.00302897,-0.0103106
0,1.7719e-29,-0.0042586,-0.00319101,-0.0108621
0,1.60334e-29,-0.0042586,-0.00333169,-0.011341
0,1.45083e-29,-0.0042586,-0.00345383,-0.0117568
0,1.31282e-29,-0.0042586,-0.00355988,-0.0121178
0,1.18794e-29,-0.0042586,-0.00365195,-0.0124312
0,1.07493e-29,-0.0042586,-0.00373189,-0.0127033
0,9.7268e-30,-0.0042586,-0.0038013,-0.0129396
0,8.80154e-30,-0.0042586,-0.00386156,-0.0131447
0,7.96429e-30,-0.0042586,-0.00391388,-0.0133228
0,7.20669e-30,-0.0042586,-0.00395931,-0.0134774
0,6.52116e-30,0,-0.00343757,-0.0117014
0,5.90083e-30,0,-0.00298459,-0.0101595
0,5.33952e-30,-0.0042586,-0.00315247,-0.010731
0,4.83159e-30,-0.0042586,-0.00329823,-0.0112271
0,4.37199e-30,-0.0042586,-0.00342478,-0.0116579
0,3.9561e-30,-0.0042586,-0.00353466,-0.0120319
0,3.57978e-30,-0.0127758,-0.00475241,-0.0161771
0,3.23925e-30,-0.0127758,-0.00580969,-0.0197761
0,2.93112e-30,-0.00851721,-0.00616647,-0.0209906
0,2.6523e-30,-0.00851721,-0.00647624,-0.022045
0,2.4e-30,-0.00851721,-0.00674518,-0.0229605
0,2.1717e-30,-0.00851721,-0.00697869,-0.0237554
0,1.96512e-30,-0.0127758,-0.0077426,-0.0263557
0,1.77818e-30,-0.0127758,-0.00840585,-0.0286134
0,1.60903e-30,-0.00851721,-0.00842053,-0.0286633
0,1.45598e-30,-0.00851721,-0.00843327,-0.0287067
0,1.31748e-30,-0.00851721,-0.00844433,-0.0287444
0,1.19215e-30,-0.00851721,-0.00845393,-0.0287771
0,1.07875e-30,-0.0042586,-0.00790109,-0.0268952
0,9.76132e-31,-0.0042586,-0.00742111,-0.0252613
0,8.83277e-31,-0.0042586,-0.00700437,-0.0238428
0,7.99256e-31,-0.0042586,-0.00664255,-0.0226111
0,7.23227e-31,0,-0.00576723,-0.0196316
0,6.5443e-31,0,-0.00500726,-0.0170446
0,5.92177e-31,0.0042586,-0.00378625,-0.0128883
0,5.35846e-31,0.0042586,-0.00272615,-0.00927976
0,4.84874e-31,0.0042586,-0.00180573,-0.00614669
0,4.3875e-31,0.0042586,-0.00100661,-0.00342648
0,3.97014e-31,0,-0.000873964,-0.00297496
0,3.59248e-31,0,-0.000758798,-0.00258294
0,3.25075e-31,-0.0042586,-0.00121998,-0.0041528
0,2.94152e-31,-0.0042586,-0.0016204,-0.0055158
0,2.66171e-31,-0.0042586,-0.00196804,-0.00669919
0,2.40851e-31,-0.0042586,-0.00226988,-0.00772664
0,2.1794e-31,-0.00851721,-0.00309312,-0.0105289
0,1.97209e-31,-0.00851721,-0.00380788,-0.012962
0,1.78449e-31,-0.0127758,-0.00498962,-0.0169846
0,1.61474e-31,-0.0127758,-0.00601564,-0.0204772
0,1.46114e-31,-0.0127758,-0.00690646,-0.0235095
0,1.32215e-31,-0.0127758,-0.00767989,-0.0261422
0,1.19638e-31,-0.0170344,-0.00891258,-0.0303383
0,1.08258e-31,-0.0170344,-0.00998283,-0.0339814
0,9.79596e-32,-0.0170344,-0.010912,-0.0371445
0,8.86412e-32,-0.0170344,-0.0117188,-0.0398907
0,8.02092e-32,-0.00851721,-0.0112969,-0.0384546
0,7.25793e-32,-0.00851721,-0.0109306,-0.0372077
0,6.56752e-32,-0.0042586,-0.0100514,-0.0342149
0,5.94279e-32,-0.0042586,-0.00928808,-0.0316165
0,5.37748e-32,0,-0.00806415,-0.0274503
0,4.86595e-32,0,-0.0070015,-0.023833
0,4.40307e-32,0,-0.00607888,-0.0206924
0,3.98423e-32,0,-0.00527784,-0.0179657
0,3.60523e-32,0,-0.00458236,-0.0155983
0,3.26228e-32,0,-0.00397852,-0.0135428
0,2.95196e-32,0,-0.00345425,-0.0117582
0,2.67115e-32,0,-0.00299907,-0.0102088
0,2.41706e-32,0,-0.00260387,-0.00886353
0,2.18714e-32,0,-0.00226074,-0.00769554
0,1.97909e-32,-0.0042586,-0.00252401,-0.0085917
0,1.79083e-32,-0.0042586,-0.00275259,-0.00936977
0,1.62047e-32,-0.0127758,-0.00407339,-0.0138658
0,1.46633e-32,-0.0127758,-0.00522015,-0.0177693
0,1.32684e-32,-0.0127758,-0.00621579,-0.0211585
0,1.20063e-32,-0.0127758,-0.00708023,-0.024101
0,1.08642e-32,-0.0127758,-0.00783077,-0.0266558
0,9.83072e-33,-0.0127758,-0.0084824,-0.028874
0,8.89557e-33,-0.0170344,-0.00960933,-0.03271
0,8.04938e-33,-0.0170344,-0.0105878,-0.0360406
0,7.28369e-33,-0.0127758,-0.0108761,-0.0370221
0,6.59083e-33,-0.0127758,-0.0111264,-0.0378742
0,5.96387e-33,-0.00851721,-0.0107826,-0.0367038
0,5.39656e-33,-0.00851721,-0.0104841,-0.0356877
0,4.88321e-33,-0.0042586,-0.00966372,-0.0328952
0,4.4187e-33,-0.0042586,-0.00895147,-0.0304707
0,3.99837e-33,-0.0042586,-0.00833307,-0.0283656
0,3.61803e-33,-0.0042586,-0.00779616,-0.026538
0,3.27386e-33,0,-0.00676882,-0.023041
0,2.96244e-33,0,-0.00587686,-0.0200048
0,2.68063e-33,0.00851721,-0.00398009,-0.0135482
0,2.42564e-33,0.00851721,-0.00233327,-0.00794241
0,2.1949e-33,0.00851721,-0.000903452,-0.00307534
0,1.98611e-33,0.00851721,0.00033795,0.00115038
0,1.79718e-33,0.0042586,0.000854592,0.00290902
0,1.62623e-33,0.0042586,0.00130315,0.00443592
0,1.47153e-33,0.00851721,0.00225378,0.00767184
0,1.33155e-33,0.00851721,0.00307914,0.0104814
0,1.20489e-33,0.0042586,0.00323456,0.0110104
0,1.09027e-33,0.0042586,0.00336951,0.0114698
0,9.86561e-34,0,0.00292549,0.00995833
0,8.92714e-34,0,0.00253999,0.00864608
0,8.07795e-34,-0.00851721,0.00108293,0.00368628
0,7.30953e-34,-0.00851721,-0.000182122,-0.000619942
0,6.61421e-34,-0.0170344,-0.00240282,-0.00817918
0,5.98504e-34,-0.0170344,-0.00433089,-0.0147423
0,5.41571e-34,-0.0170344,-0.00600489,-0.0204406
0,4.90054e-34,-0.0170344,-0.0074583,-0.025388
0,4.43438e-34,-0.0170344,-0.00872019,-0.0296834
0,4.01256e-34,-0.0170344,-0.00981579,-0.0334128
0,3.63086e-34,-0.0170344,-0.010767,-0.0366508
0,3.28548e-34,-0.0170344,-0.0115929,-0.0394621
0,2.97295e-34,-0.00851721,-0.0111876,-0.0380825
0,2.69015e-34,-0.00851721,-0.0108357,-0.0368846
0,2.43425e-34,-0.0042586,-0.00996902,-0.0339344
0,2.20269e-34,-0.0042586,-0.00921653,-0.0313729
0,1.99316e-34,0,-0.00800203,-0.0272388
0,1.80356e-34,0,-0.00694757,-0.0236494
0,1.632e-34,0.00851721,-0.0049097,-0.0167126
0,1.47675e-34,0.00851721,-0.00314038,-0.0106898
0,1.33628e-34,0.00851721,-0.00160421,-0.0054607
0,1.20916e-34,0.00851721,-0.000270464,-0.000920654
0,1.09414e-34,0.00851721,0.000887527,0.00302113
0,9.90062e-35,0.00851721,0.00189292,0.00644349
0,8.95882e-35,0.0127758,0.00332701,0.0113251
0,8.10661e-35,0.0127758,0.00457212,0.0155634
0,7.33547e-35,0.0127758,0.00565316,0.0192433
0,6.63769e-35,0.0127758,0.00659174,0.0224382
0,6.00628e-35,0,0.00572312,0.0194814
0,5.43493e-35,0,0.00496896,0.0169143
0,4.91793e-35,0.0042586,0.00487535,0.0165956
0,4.45011e-35,0.0042586,0.00479408,0.016319
0,4.0268e-35,0,0.00416234,0.0141686
0,3.64375e-35,0,0.00361385,0.0123015
0,3.29714e-35,-0.0042586,0.00257646,0.00877024
0,2.9835e-35,-0.0042586,0.00167578,0.00570432
0,2.69969e-35,-0.0042586,0.000893776,0.0030424
0,2.44288e-35,-0.0042586,0.000214824,0.000731258
0,2.21051e-35,-0.00851721,-0.000935835,-0.00318557
0,2.00023e-35,-0.00851721,-0.00193487,-0.00658626
0,1.80996e-35,-0.00851721,-0.00280225,-0.00953882
0,1.63779e-35,-0.00851721,-0.00355534,-0.0121023
0,1.48199e-35,-0.0042586,-0.00364801,-0.0124178
0,1.34102e-35,-0.0042586,-0.00372847,-0.0126917
0,1.21345e-35,-0.0042586,-0.00379833,-0.0129295
0,1.09802e-35,-0.0042586,-0.00385898,-0.0131359
0,9.93575e-36,0,-0.00335046,-0.0114049
0,8.99061e-36,0,-0.00290896,-0.00990206
0,8.13538e-36,0,-0.00252563,-0.00859722
0,7.3615e-36,0,-0.00219282,-0.00746432
0,6.66124e-36,0,-0.00190386,-0.00648072
0,6.02759e-36,0,-0.00165298,-0.00562672
0,5.45422e-36,0.0042586,-0.000873985,-0.00297503
0,4.93538e-36,0.0042586,-0.000197641,-0.000672767
0,4.46591e-36,0.0042586,0.000389578,0.00132612
0,4.04109e-36,0.0042586,0.000899417,0.0030616
0,3.65668e-36,0.0042586,0.00134207,0.00456839
0,3.30884e-36,0.0042586,0.0017264,0.00587663
0,2.99409e-36,0,0.0014989,0.00510224
0,2.70927e-36,0,0.00130138,0.00442989
0,2.45155e-36,0,0.0011299,0.00384615
0,2.21835e-36,0,0.000981004,0.00333932
0,2.00733e-36,0,0.000851733,0.00289929
0,1.81638e-36,0,0.000739496,0.00251723
0,1.6436e-36,-0.0042586,8.08741e-05,0.000275294
0,1.48725e-36,-0.0042586,-0.000490958,-0.00167121
0,1.34578e-36,0,-0.000426262,-0.00145099
0,1.21776e-36,0,-0.000370092,-0.00125979
0,1.10192e-36,-0.0042586,-0.000882498,-0.00300401
0,9.97101e-37,-0.0042586,-0.00132738,-0.00451839
0,9.02252e-37,-0.0042586,-0.00171364,-0.00583322
0,8.16425e-37,-0.0042586,-0.002049,-0.00697478
0,7.38763e-37,-0.0042586,-0.00234017,-0.00796591
0,6.68488e-37,-0.0042586,-0.00259297,-0.00882644
0,6.04898e-37,-0.0042586,-0.00281246,-0.00957358
0.0101245,0.000963094,-0.0042586,-0.00300303,-0.0125375
0.0103192,0.0018531,0,-0.0026073,-0.01333
0.0106764,0.00269241,0,-0.00226373,-0.0141782
0.0108705,0.00347035,0,-0.00196543,-0.0150329
0.0110245,0.00418893,0,-0.00170643,-0.0158788
0.0112179,0.00485756,0.0042586,-0.000920393,-0.0148105
0.0116047,0.00549939,0.0042586,-0.000237934,-0.0140304
0.0117981,0.00609856,0.0042586,0.000354595,-0.0134538
0.0117623,0.00663732,0.0042586,0.000869044,-0.0129978
0.012148,0.00716153,0,0.000754526,-0.0146478
0.0122958,0.00764992,0,0.000655099,-0.0161604
0.01268,0.00812841,0.0042586,0.00112995,-0.0156943
0.012825,0.00857517,0.0042586,0.00154223,-0.0153649
0.0132078,0.00901585,0.0042586,0.00190017,-0.0152058
0.0133089,0.00942423,0.0042586,0.00221096,-0.0151297
0.0138793,0.00984802,0.00851721,0.00304196,-0.0133197
0.0142068,0.0102626,0.00851721,0.00376346,-0.0118605
0.0143962,0.0106558,0,0.00326753,-0.0144939
0.0149181,0.0110613,0,0.00283695,-0.0169343
0.0154847,0.0114821,0.0127758,0.00414664,-0.0134876
0.0159415,0.0119063,0.0127758,0.00528374,-0.0106367
0.0166917,0.0123615,0.0042586,0.00514866,-0.0121909
0.0173765,0.0128385,0.0042586,0.00503137,-0.013737
0.0181239,0.0133413,0.00851721,0.00549071,-0.013382
0.0188002,0.0138606,0.00851721,0.00588953,-0.0132728
0.019731,0.014419,0.00851721,0.00623579,-0.0134366
0.0205967,0.0150067,0.00851721,0.00653642,-0.0138259
0.0217102,0.0156443,0.0127758,0.00735861,-0.0125602
0.022737,0.016319,0.0127758,0.00807246,-0.0117522
0.0240312,0.0170527,0.00851721,0.00813107,-0.0133163
0.0252289,0.0178304,0.00851721,0.00818195,-0.0150128
0.0265182,0.0186568,0.00851721,0.00822613,-0.0168492
0.0279917,0.0195448,0.00851721,0.00826449,-0.0188533
0.0292811,0.020471,0.0127758,0.00885896,-0.0190562
0.0306567,0.0214399,0.0127758,0.0093751,-0.0196285
0.0323093,0.0224739,0.0127758,0.00982323,-0.0205887
0.0336487,0.0235369,0.0127758,0.0102123,-0.0218197
0.0351122,0.024638,0.00851721,0.00998893,-0.0252271
0.0364583,0.0257624,0.00851721,0.009795,-0.0285903
0.0379172,0.0269186,0.0127758,0.0101878,-0.0300328
0.0394056,0.0281064,0.0127758,0.0105288,-0.0317275
0.040859,0.0293195,0.0127758,0.0108249,-0.0336358
0.0421483,0.0305399,0.0127758,0.011082,-0.0356944
0.0435962,0.0317818,0.0255516,0.0129887,-0.0321897
0.0450442,0.0330434,0.0255516,0.0146442,-0.0295873
0.0464922,0.0343227,0.021293,0.0155203,-0.0296803
0.0472386,0.0355514,0.021293,0.016281,-0.0300445
0.048317,0.0367657,0.0255516,0.0175027,-0.0288054
0.0493807,0.0379657,0.0255516,0.0185633,-0.0280797
0.0502759,0.0391367,0.0340688,0.0206065,-0.0239397
0.0513601,0.0402994,0.0340688,0.0223805,-0.0206963
0.0522525,0.0414365,0.0298102,0.0233596,-0.0200971
0.0529349,0.0425303,0.0298102,0.0242096,-0.019833
0.0541793,0.0436384,0.0383274,0.02607,-0.0161642
0.0546679,0.0446876,0.0383274,0.0276852,-0.0131883
0.0555504,0.0457209,0.042586,0.0296487,-0.00898848
0.0565591,0.0467519,0.042586,0.0313535,-0.00566382
0.057614,0.0477851,0.0468446,0.0333949,-0.00119909
0.058412,0.048796,0.0468446,0.0351672,0.00240376
0.0596338,0.049827,0.0511032,0.0372672,0.00707362
0.0606098,0.0508527,0.0511032,0.0390904,0.0108141
0.0618268,0.0518966,0.0511032,0.0406734,0.013693
0.063004,0.0529532,0.0511032,0.0420478,0.0158314
0.0645637,0.0540576,0.0511032,0.0432411,0.0172382
0.0655091,0.0551469,0.0511032,0.0442771,0.0181461
0.06689,0.056264,0.0511032,0.0451766,0.0185227
0.0679308,0.0573738,0.0511032,0.0459576,0.0185132
0.069473,0.0585247,0.0511032,0.0466357,0.0180545
0.0707229,0.0596851,0.0511032,0.0472244,0.017269
0.0724297,0.0608974,0.0511032,0.0477355,0.0160945
0.0735746,0.0621033,0.0511032,0.0481793,0.0147061
0.0752689,0.0633557,0.0553618,0.0491258,0.0149172
0.0768114,0.0646357,0.0553618,0.0499475,0.0146374
0.0786678,0.0659705,0.0553618,0.050661,0.0138572
0.0804118,0.0673442,0.0553618,0.0512804,0.0126634
0.0822623,0.0687633,0.0596204,0.0523794,0.0129929
0.0836324,0.0701777,0.0596204,0.0533336,0.0128407
0.0856361,0.0716482,0.0596204,0.0541621,0.0121257
0.0874357,0.07315,0.0596204,0.0548813,0.0109638
0.0895979,0.0747146,0.0638791,0.056067,0.0112385
0.0915363,0.0763148,0.0638791,0.0570964,0.0108959
0.0936902,0.0779676,0.0766549,0.0596737,0.0156956
0.0956688,0.0796514,0.0766549,0.0619114,0.0192647
0.0973056,0.0813308,0.0809135,0.0644154,0.0237511
0.0995987,0.0830685,0.0809135,0.0665894,0.0269739
0.101689,0.0848397,0.0851721,0.0690381,0.0310513
0.104138,0.0866755,0.0851721,0.0711642,0.0338753
0.106125,0.0885256,0.0936893,0.0741324,0.0395313
0.108728,0.0904474,0.0936893,0.0767095,0.0436839
0.110281,0.092334,0.102206,0.0800694,0.0505852
0.112864,0.0942869,0.102206,0.0829865,0.0558203
0.114941,0.0962517,0.102206,0.0855192,0.0597184
0.117675,0.0982896,0.102206,0.0877181,0.0623046
0.119968,0.100352,0.110724,0.0907497,0.0676666
0.122694,0.102477,0.110724,0.0933817,0.071517
0.125025,0.104622,0.114982,0.0962281,0.0760498
0.127741,0.106821,0.114982,0.0986995,0.0791753
0.130037,0.109029,0.123499,0.101967,0.0849906
0.133061,0.111315,0.123499,0.104805,0.0891535
0.135927,0.113657,0.123499,0.107268,0.0919111
0.138278,0.115999,0.123499,0.109407,0.0935614
0.141294,0.118405,0.123499,0.111264,0.094098
0.142969,0.120742,0.123499,0.112876,0.093969
0.144644,0.123015,0.127758,0.114838,0.0951782
0.147457,0.12534,0.127758,0.11654,0.0953846
0.150427,0.127727,0.123499,0.117457,0.0927696
0.152815,0.130113,0.123499,0.118253,0.0897427
0.155777,0.132554,0.127758,0.119506,0.0881373
0.157287,0.134907,0.127758,0.120593,0.0861832
0.160224,0.137315,0.127758,0.121537,0.0836075
0.162227,0.139685,0.127758,0.122357,0.080701
0.165002,0.142093,0.132017,0.12363,0.0792445
0.168272,0.144584,0.132017,0.124735,0.07702
0.17075,0.147073,0.144793,0.127378,0.0800332
0.171763,0.149421,0.144793,0.129673,0.0821984
0.174069,0.151766,0.149051,0.132227,0.0852543
0.172541,0.153742,0.149051,0.134444,0.0880501
0.174799,0.155745,0.157568,0.137491,0.0936076
0.176065,0.157678,0.157568,0.140137,0.0979668
0.178314,0.159641,0.161827,0.142995,0.102977
0.180265,0.161603,0.161827,0.145476,0.106708
0.182216,0.163564,0.161827,0.147631,0.109329
0.183433,0.165454,0.161827,0.149502,0.111153
0.185228,0.167335,0.170344,0.152248,0.11598
0.186126,0.169122,0.170344,0.154633,0.1198
0.187914,0.17091,0.174603,0.157264,0.12446
0.188791,0.172611,0.174603,0.159549,0.128149
0.190424,0.174305,0.170344,0.160972,0.128917
0.190197,0.175817,0.170344,0.162207,0.129487
0.191669,0.177325,0.174603,0.16384,0.131423
0.1925,0.178768,0.174603,0.165258,0.13278
0.194114,0.180228,0.178861,0.167051,0.135373
0.193659,0.181506,0.178861,0.168607,0.137599
0.195258,0.182814,0.178861,0.169958,0.139054
0.195066,0.183979,0.178861,0.171132,0.140246
0.196652,0.185185,0.178861,0.17215,0.140815
0.197411,0.186348,0.178861,0.173035,0.141029
0.198991,0.187551,0.18312,0.174364,0.142662
0.199563,0.188693,0.18312,0.175517,0.143843
0.201137,0.189877,0.18312,0.176519,0.144407
0.201687,0.191,0.18312,0.177389,0.144668
0.203253,0.192166,0.187379,0.178705,0.146346
0.203954,0.193287,0.187379,0.179848,0.147541
0.205516,0.19445,0.187379,0.180841,0.148123
0.205105,0.195464,0.187379,0.181702,0.148619
0.206653,0.196528,0.191637,0.183011,0.150517
0.207446,0.197567,0.191637,0.184148,0.151889
0.208988,0.198653,0.195896,0.185696,0.154547
0.208671,0.199606,0.195896,0.18704,0.156831
0.210339,0.200627,0.195896,0.188207,0.158349
0.210761,0.201591,0.195896,0.18922,0.159481
0.21256,0.202635,0.200154,0.190661,0.161877
0.212021,0.203527,0.200154,0.191912,0.163989
0.213667,0.204492,0.191637,0.191876,0.161547
0.214171,0.205413,0.191637,0.191844,0.159226
0.215947,0.206415,0.195896,0.192378,0.158635
0.216427,0.207367,0.195896,0.192842,0.157923
0.218059,0.208384,0.195896,0.193244,0.156848
0.21871,0.209366,0.195896,0.193594,0.155676
0.220472,0.210423,0.195896,0.193897,0.154169
0.220903,0.21142,0.195896,0.19416,0.152669
0.222522,0.212476,0.195896,0.194389,0.150909
0.223266,0.213502,0.195896,0.194588,0.149117
0.225014,0.214597,0.200154,0.195321,0.148982
0.226629,0.215742,0.200154,0.195958,0.148398
0.228379,0.216944,0.200154,0.196511,0.14739
0.228745,0.218067,0.200154,0.196991,0.146326
0.230488,0.219248,0.204413,0.197969,0.146815
0.231229,0.220388,0.204413,0.198818,0.146965
0.232964,0.221584,0.208672,0.200117,0.148509
0.233759,0.222742,0.208672,0.201244,0.149562
0.235755,0.22398,0.21293,0.202784,0.151829
0.234994,0.225028,0.21293,0.204121,0.153861
0.236971,0.226164,0.21293,0.205282,0.155082
0.238949,0.22738,0.21293,0.20629,0.155589
0.241061,0.228681,0.21293,0.207165,0.155439
0.242042,0.229952,0.21293,0.207924,0.15497
0.244279,0.231315,0.217189,0.209145,0.155849
0.245004,0.232617,0.217189,0.210205,0.156327
0.24697,0.233983,0.225706,0.212248,0.159998
0.249331,0.235443,0.225706,0.214021,0.162525
0.2513,0.236951,0.229965,0.216122,0.16605
0.252341,0.238415,0.229965,0.217946,0.16874
0.254436,0.239939,0.225706,0.218969,0.168557
0.255207,0.241391,0.225706,0.219857,0.168087
0.257293,0.242904,0.234223,0.22175,0.170895
0.259773,0.244509,0.234223,0.223393,0.172633
0.261732,0.246147,0.24274,0.225943,0.177372
0.26258,0.24771,0.24274,0.228156,0.181149
0.264792,0.249335,0.24274,0.230078,0.183785
0.267006,0.251016,0.24274,0.231747,0.185423
0.269223,0.252748,0.246999,0.233757,0.188101
0.270144,0.254403,0.246999,0.235502,0.190063
0.272224,0.256098,0.251258,0.237578,0.193056
0.274306,0.25783,0.251258,0.23938,0.195028
0.27639,0.259596,0.264033,0.242629,0.201842
0.276611,0.261214,0.264033,0.24545,0.207552
0.278427,0.262852,0.268292,0.24846,0.213862
0.280115,0.264494,0.268292,0.251073,0.21881
0.281674,0.266128,0.272551,0.253903,0.224515
0.283104,0.267743,0.272551,0.256361,0.228997
0.284275,0.269315,0.268292,0.257933,0.230569
0.285446,0.27085,0.268292,0.259298,0.231527
0.286488,0.272338,0.272551,0.261044,0.233895
0.287531,0.273783,0.272551,0.26256,0.235582
0.288573,0.27519,0.268292,0.263316,0.234771
0.289617,0.276562,0.268292,0.263971,0.233704
0.290791,0.277916,0.268292,0.264541,0.232388
0.291966,0.279252,0.268292,0.265035,0.230857
0.293142,0.280574,0.268292,0.265464,0.229142
0.294449,0.281893,0.268292,0.265837,0.227237
0.295757,0.283212,0.264033,0.265599,0.223258
0.297066,0.28453,0.264033,0.265393,0.219388
0.296516,0.28567,0.264033,0.265214,0.216037
0.297949,0.286838,0.264033,0.265058,0.2127
0.297798,0.287881,0.268292,0.265484,0.211644
0.299226,0.28896,0.268292,0.265854,0.210309
0.299023,0.289917,0.281068,0.267859,0.214832
0.300704,0.290943,0.281068,0.2696,0.21829
0.302256,0.292019,0.285326,0.271672,0.222757
0.303939,0.293153,0.285326,0.273471,0.226156
0.304123,0.294197,0.293844,0.276156,0.232786
0.30593,0.295313,0.293844,0.278487,0.238037
0.307609,0.296483,0.298102,0.281072,0.244024
0.309419,0.297713,0.298102,0.283316,0.248704
0.311231,0.298999,0.306619,0.286387,0.256066
0.312916,0.300323,0.306619,0.289053,0.261959
0.312867,0.301516,0.298102,0.290245,0.26315
0.314544,0.302755,0.298102,0.291281,0.263695
0.316352,0.304049,0.302361,0.292741,0.265556
0.316266,0.305211,0.302361,0.294008,0.267078
0.318067,0.306434,0.302361,0.295109,0.267884
0.31974,0.3077,0.302361,0.296065,0.268094
0.321415,0.309004,0.298102,0.296333,0.265872
0.323092,0.310344,0.298102,0.296566,0.263444
0.32477,0.311717,0.298102,0.296769,0.260834
0.32645,0.313118,0.298102,0.296944,0.258063
0.328002,0.314534,0.306619,0.298219,0.258999
0.329556,0.315963,0.306619,0.299326,0.259332
0.331111,0.317404,0.310878,0.300848,0.261049
0.331005,0.318698,0.310878,0.30217,0.262438
0.332296,0.319991,0.315137,0.303879,0.265145
0.333847,0.321309,0.315137,0.305362,0.267026
0.335141,0.322625,0.310878,0.306089,0.266337
0.336565,0.323951,0.310878,0.30672,0.265297
0.33786,0.325274,0.319395,0.30839,0.267802
0.337113,0.3264,0.319395,0.309841,0.270031
0.338403,0.327542,0.315137,0.310538,0.269662
0.339694,0.328698,0.315137,0.311144,0.268946
0.340856,0.329855,0.315137,0.31167,0.267956
0.342149,0.331024,0.315137,0.312127,0.2667
0.343442,0.332205,0.323654,0.313646,0.26903
0.342519,0.333186,0.323654,0.314965,0.271161
0.343806,0.334197,0.327912,0.316671,0.27454
0.344966,0.335221,0.327912,0.318152,0.27712
0.346126,0.336258,0.327912,0.319439,0.279004
0.347287,0.337307,0.327912,0.320555,0.280283
0.348449,0.338367,0.332171,0.322086,0.282945
0.347707,0.339256,0.332171,0.323415,0.285333
0.348865,0.34017,0.332171,0.324569,0.287064
0.350023,0.341107,0.332171,0.32557,0.28822
0.351312,0.342078,0.33643,0.327001,0.290758
0.352472,0.343067,0.33643,0.328244,0.29261
0.353633,0.344072,0.33643,0.329323,0.293866
0.354795,0.345092,0.33643,0.330259,0.294601
0.356087,0.346138,0.33643,0.331072,0.294855
0.355061,0.346987,0.33643,0.331778,0.295217
0.356219,0.347865,0.33643,0.332391,0.295193
0.357506,0.348782,0.33643,0.332923,0.294799
0.358794,0.349734,0.340688,0.333947,0.295993
0.360212,0.350731,0.340688,0.334835,0.296621
0.361631,0.351768,0.340688,0.335606,0.296754
0.363052,0.352841,0.340688,0.336276,0.296453
0.364474,0.353948,0.33643,0.336296,0.293862
0.365897,0.355085,0.33643,0.336314,0.291189
0.367451,0.356261,0.33643,0.336329,0.288413
0.367111,0.357293,0.33643,0.336342,0.285977
0.368789,0.358387,0.340688,0.336915,0.285297
0.37034,0.359524,0.340688,0.337412,0.284256
0.371893,0.3607,0.340688,0.337844,0.282897
0.373447,0.361913,0.340688,0.338219,0.281258
0.374873,0.363146,0.349205,0.339666,0.283223
0.373968,0.364175,0.349205,0.340923,0.285027
0.375259,0.36523,0.349205,0.342015,0.286207
0.37668,0.366319,0.349205,0.342962,0.286814
0.377973,0.367427,0.353464,0.344346,0.28886
0.379267,0.368554,0.353464,0.345548,0.290242
0.380692,0.369708,0.357723,0.347152,0.292927
0.381989,0.370876,0.357723,0.348545,0.29486
0.383287,0.372057,0.361981,0.350316,0.298049
0.384586,0.373249,0.361981,0.351853,0.300417
0.385886,0.374451,0.361981,0.353187,0.302071
0.384772,0.375433,0.361981,0.354346,0.303655
0.386066,0.376444,0.361981,0.355352,0.304648
0.387362,0.377483,0.361981,0.356226,0.305125
0.388658,0.378546,0.36624,0.357545,0.307061
0.387916,0.379437,0.36624,0.358691,0.308818
0.389208,0.380367,0.36624,0.359686,0.30997
0.390502,0.381331,0.36624,0.36055,0.310592
0.391796,0.382326,0.361981,0.360738,0.308841
0.393092,0.38335,0.361981,0.360902,0.306937
0.394259,0.384388,0.36624,0.361605,0.306836
