speed_f,yaw_rate_f,longitude_acc_f,lateral_acc_f,X_f,Y_f,PHI_f
9.94057,0.000213328,-0.215583,-0.145383,204.938,-5.42749,-0.0204917
9.93449,0.000200384,-0.212418,-0.145071,205.078,-5.43154,-0.0204966
9.92816,0.000194395,-0.211095,-0.144917,205.277,-5.43639,-0.0204963
9.92081,0.000159141,-0.210081,-0.144778,205.486,-5.44168,-0.0205137
9.91749,0.000122725,-0.20845,-0.14463,205.689,-5.44562,-0.0205327
9.91218,0.000118559,-0.207022,-0.144457,205.877,-5.45001,-0.0205329
9.90974,0.000114703,-0.205309,-0.144291,206.068,-5.45352,-0.020533
9.90434,0.000111245,-0.204211,-0.144138,206.267,-5.45809,-0.0205328
9.90048,0.000108137,-0.202998,-0.144079,206.474,-5.46227,-0.0205324
9.89945,0.000104496,-0.20126,-0.144007,206.662,-5.4653,-0.0205326
9.89272,0.000101309,-0.20057,-0.143943,206.86,-5.4703,-0.0205324
9.88589,9.82599e-05,-0.199941,-0.143791,207.059,-5.47534,-0.0205322
9.88092,9.51668e-05,-0.199031,-0.143724,207.254,-5.47973,-0.0205322
9.87667,9.23025e-05,-0.198093,-0.143661,207.453,-5.48395,-0.020532
9.87027,0.000120493,-0.197567,-0.143602,207.659,-5.48895,-0.0205129
9.86526,0.000153094,-0.196753,-0.143433,207.848,-5.49327,-0.0204906
9.8595,0.000148409,-0.19616,-0.143279,208.045,-5.49796,-0.0204904
9.85537,0.000144228,-0.195385,-0.143138,208.252,-5.50223,-0.0204899
9.84718,0.000105964,-0.195232,-0.142984,208.448,-5.50769,-0.0205104
9.84146,6.52313e-05,-0.194659,-0.142813,208.635,-5.51223,-0.0205333
9.83793,3.13683e-05,-0.193855,-0.142667,208.837,-5.51627,-0.0205527
9.83538,3.03487e-05,-0.192901,-0.142505,209.028,-5.51985,-0.0205527
9.83085,2.94145e-05,-0.192329,-0.142351,209.224,-5.52414,-0.0205527
9.82463,2.8569e-05,-0.192069,-0.142208,209.428,-5.52909,-0.0205526
9.81796,6.02678e-05,-0.196472,-0.142061,209.629,-5.53386,-0.0205326
9.81346,5.85349e-05,-0.200161,-0.141919,209.833,-5.53798,-0.0205324
9.80954,5.64591e-05,-0.204405,-0.141743,210.016,-5.54156,-0.0205326
9.8034,5.46189e-05,-0.203389,-0.141582,210.207,-5.54626,-0.0205326
9.79848,5.30814e-05,-0.202367,-0.141443,210.412,-5.55076,-0.0205324
9.79302,5.13065e-05,-0.201338,-0.141277,210.601,-5.55521,-0.0205325
9.78806,4.97083e-05,-0.20512,-0.141123,210.795,-5.55931,-0.0205324
9.78135,4.81444e-05,-0.208995,-0.14106,210.989,-5.56395,-0.0205324
9.77806,4.67417e-05,-0.207397,-0.140916,211.191,-5.56784,-0.0205323
9.77262,4.59301e-05,-0.20653,-0.140834,211.457,-5.57329,-0.0205315
9.76556,4.21169e-05,-0.215927,-0.140411,211.574,-5.57668,-0.0205333
9.75965,4.08717e-05,-0.218819,-0.140262,211.771,-5.58108,-0.0205332
9.75262,3.97668e-05,-0.221498,-0.140126,211.978,-5.58595,-0.020533
9.74714,1.25213e-05,-0.219861,-0.140008,212.198,-5.59072,-0.0205486
9.74485,1.20014e-05,-0.216862,-0.139799,212.364,-5.59383,-0.0205487
9.73981,1.17474e-05,-0.21549,-0.139696,212.6,-5.59868,-0.0205485
9.73404,1.11232e-05,-0.212702,-0.139427,212.746,-5.60267,-0.0205487
9.72975,1.08327e-05,-0.211216,-0.139296,212.956,-5.60696,-0.0205487
9.72274,1.05727e-05,-0.210263,-0.139178,213.176,-5.61225,-0.0205486
9.71858,-4.49177e-05,-0.207848,-0.138923,213.325,-5.61577,-0.020582
9.71351,-4.37007e-05,-0.206675,-0.138787,213.53,-5.62027,-0.0205822
9.70845,-7.6782e-05,-0.205406,-0.138629,213.719,-5.62457,-0.0206031
9.70171,-0.000108125,-0.204476,-0.138474,213.91,-5.62944,-0.0206235
9.69677,-0.000131104,-0.203532,-0.138359,214.132,-5.63416,-0.0206398
9.69003,-0.000126328,-0.202526,-0.138178,214.309,-5.63884,-0.0206393
9.68641,-0.000122197,-0.201235,-0.138016,214.495,-5.64267,-0.0206393
9.68043,-0.000118688,-0.200474,-0.137874,214.694,-5.64742,-0.0206397
9.67537,-0.00011461,-0.199477,-0.137703,214.876,-5.65164,-0.0206394
9.66926,-0.00011143,-0.203102,-0.137566,215.078,-5.65625,-0.0206399
9.66345,-0.000141417,-0.206862,-0.137416,215.271,-5.6606,-0.0206602
9.66008,-0.000172735,-0.210312,-0.137253,215.456,-5.66404,-0.0206819
9.65417,-0.000229449,-0.213423,-0.137115,215.657,-5.66852,-0.0207197
9.64906,-0.00028785,-0.216439,-0.136969,215.851,-5.67267,-0.0207596
9.64223,-0.000352384,-0.219961,-0.136801,216.033,-5.67716,-0.0208041
9.63581,-0.00040859,-0.22289,-0.136743,216.225,-5.68166,-0.0208452
9.62967,-0.000459382,-0.225431,-0.136689,216.424,-5.68618,-0.0208844
9.62552,-0.000515882,-0.227891,-0.136725,216.609,-5.68986,-0.0209274
9.61896,-0.000500205,-0.230376,-0.136667,216.802,-5.69441,-0.0209283
9.61411,-0.000485613,-0.232371,-0.136612,217,-5.69846,-0.0209297
9.6082,-0.000505241,-0.234666,-0.136551,217.186,-5.7027,-0.0209511
9.60206,-0.000556734,-0.23674,-0.136493,217.378,-5.70709,-0.0209924
9.59341,-0.000602029,-0.238896,-0.136358,217.58,-5.71242,-0.0210315
9.58711,-0.000654127,-0.240907,-0.136198,217.765,-5.71676,-0.0210748
9.57912,-0.000702091,-0.242962,-0.136046,217.954,-5.72171,-0.0211168
9.57299,-0.000681578,-0.244488,-0.135905,218.151,-5.72615,-0.0211188
9.56735,-0.000659198,-0.246055,-0.135746,218.336,-5.73027,-0.0211184
9.56485,-0.000639092,-0.246923,-0.135598,218.528,-5.73347,-0.0211194
9.55834,-0.000587451,-0.243743,-0.135454,218.723,-5.73824,-0.021101
9.5564,-0.000499103,-0.239836,-0.135301,218.911,-5.74147,-0.0210588
9.55451,-0.000415057,-0.236198,-0.13515,219.1,-5.74471,-0.0210175
9.5513,-0.00031178,-0.233231,-0.135016,219.302,-5.74851,-0.0209635
9.54751,-0.000226261,-0.230027,-0.134851,219.483,-5.75226,-0.0209173
9.54388,-0.000188788,-0.227412,-0.134799,219.682,-5.75619,-0.0208992
9.54219,-0.000149798,-0.224492,-0.134654,219.875,-5.75941,-0.0208793
9.54016,-0.000144636,-0.221544,-0.134489,220.055,-5.7626,-0.020879
9.53071,-0.000140685,-0.220338,-0.134278,220.259,-5.76849,-0.0208796
9.52228,-0.000135863,-0.218643,-0.134114,220.44,-5.77378,-0.0208794
9.51421,-0.000131513,-0.222019,-0.133961,220.627,-5.77875,-0.0208794
9.51007,-0.000127466,-0.22448,-0.133814,220.817,-5.78249,-0.0208795
9.50434,-0.000154469,-0.222507,-0.133681,221.017,-5.78711,-0.0208987
9.49811,-0.000186692,-0.220333,-0.133517,221.197,-5.79168,-0.0209213
9.49175,-0.000180867,-0.218502,-0.133276,221.386,-5.79639,-0.0209215
9.48699,-0.000175926,-0.21672,-0.133066,221.589,-5.80077,-0.0209223
9.48258,-0.000170465,-0.210014,-0.132828,221.779,-5.80514,-0.0209225
9.48219,-0.000164388,-0.202217,-0.132659,221.955,-5.8081,-0.020922
9.47725,-0.000161368,-0.198564,-0.132575,222.205,-5.81341,-0.0209245
9.4787,-0.000151439,-0.186715,-0.13228,222.339,-5.81545,-0.0209207
9.47568,-0.000177077,-0.182106,-0.13215,222.54,-5.81961,-0.0209395
9.4754,-0.000206591,-0.176587,-0.131997,222.724,-5.82271,-0.0209609
9.47388,-0.000199459,-0.171288,-0.131832,222.902,-5.82614,-0.0209605
9.46871,-0.000193933,-0.167709,-0.131701,223.102,-5.83104,-0.0209613
9.46193,-0.000188067,-0.164235,-0.131558,223.293,-5.83637,-0.0209617
9.4604,-0.000181953,-0.154941,-0.131404,223.477,-5.84019,-0.0209616
9.45785,-0.000176501,-0.146971,-0.131262,223.668,-5.84447,-0.0209619
9.45528,-0.000171802,-0.140187,-0.131138,223.873,-5.84893,-0.0209629
9.45378,-0.000164902,-0.130539,-0.130947,224.038,-5.85263,-0.0209617
9.45247,-0.000160515,-0.124397,-0.130823,224.241,-5.85674,-0.0209626
9.4514,-0.000155224,-0.117235,-0.130668,224.424,-5.86053,-0.0209624
9.44835,-0.000134227,-0.113743,-0.130592,224.685,-5.86613,-0.0209541
9.44778,0.000179787,-0.0963869,-0.13014,224.793,-5.86907,-0.0207654
9.4455,0.000233483,-0.0921187,-0.13001,224.992,-5.87351,-0.0207292
9.44252,0.000333286,-0.0872583,-0.12985,225.172,-5.87789,-0.0206644
9.44141,0.000381181,-0.0833422,-0.129726,225.375,-5.88206,-0.0206284
9.44199,0.000465524,-0.0789018,-0.129497,225.567,-5.88551,-0.0205698
9.44087,0.000521281,-0.0745155,-0.129242,225.749,-5.88936,-0.0205273
9.43932,0.000605668,-0.0706623,-0.129096,225.936,-5.89342,-0.020466
9.43594,0.000654709,-0.067236,-0.128948,226.122,-5.89805,-0.0204245
9.43581,0.00073949,-0.0633848,-0.128793,226.304,-5.90159,-0.0203607
9.43155,0.000778635,-0.0608931,-0.128665,226.504,-5.90673,-0.0203215
9.42969,0.000853684,-0.057865,-0.128523,226.693,-5.91094,-0.0202606
9.42745,0.00093264,-0.0548231,-0.128369,226.875,-5.91515,-0.0201965
9.42539,0.00100653,-0.0520306,-0.12822,227.06,-5.91935,-0.0201337
9.42208,0.00110629,-0.0497404,-0.128081,227.25,-5.92404,-0.0200531
9.41991,0.00117106,-0.0473808,-0.127941,227.44,-5.92835,-0.0199917
9.41837,0.00128772,-0.0452485,-0.127814,227.641,-5.93263,-0.0198965
9.41857,0.00143201,-0.0424166,-0.127653,227.818,-5.93594,-0.0197852
9.41366,0.00162508,-0.0407871,-0.127507,228.005,-5.94104,-0.0196402
9.41154,0.00184509,-0.0388337,-0.127363,228.192,-5.94522,-0.0194749
9.40701,0.0020762,-0.0419417,-0.12714,228.386,-5.95002,-0.0192973
9.40457,0.00226426,-0.0445157,-0.126925,228.583,-5.95417,-0.0191404
9.40097,0.0025179,-0.0475474,-0.126565,228.764,-5.95832,-0.0189437
9.39923,0.00278392,-0.0497045,-0.126183,228.962,-5.96216,-0.0187302
9.39917,0.00310097,-0.051933,-0.12571,229.14,-5.96504,-0.0184856
9.39882,0.00334743,-0.0536255,-0.125417,229.34,-5.96836,-0.0182711
9.39876,0.00364473,-0.0556095,-0.125051,229.518,-5.97115,-0.0180276
9.39953,0.00390386,-0.0571378,-0.124816,229.706,-5.9738,-0.017798
9.3986,0.00411658,-0.0585725,-0.124619,229.911,-5.97724,-0.0175844
9.39961,0.0044618,-0.0600854,-0.12436,230.091,-5.97956,-0.0172971
9.39833,0.00478808,-0.0618116,-0.124106,230.272,-5.98259,-0.0170136
9.3946,0.00507961,-0.063684,-0.123871,230.459,-5.98647,-0.0167412
9.3902,0.00531511,-0.065481,-0.12365,230.653,-5.9906,-0.0164941
9.38714,0.00556838,-0.062131,-0.123404,230.836,-5.99438,-0.0162368
9.38487,0.00571559,-0.0593497,-0.123281,231.035,-5.99807,-0.0160294
9.38058,0.00585081,-0.0565021,-0.123134,231.217,-6.00217,-0.0158366
9.37823,0.00590434,-0.0537979,-0.123,231.408,-6.00574,-0.0156852
9.37599,0.00592519,-0.0510035,-0.122855,231.591,-6.00915,-0.0155576
9.37307,0.00597328,-0.0488392,-0.12273,231.788,-6.01295,-0.0154038
9.3717,0.00602991,-0.0460775,-0.122579,231.966,-6.016,-0.0152556
9.36997,0.00610746,-0.0439369,-0.122451,232.161,-6.01934,-0.0150832
9.36784,0.00615407,-0.0418419,-0.122316,232.35,-6.02272,-0.0149315
9.36519,0.00624424,-0.0396416,-0.122161,232.526,-6.02609,-0.014761
9.35989,0.00632157,-0.0382428,-0.122022,232.713,-6.03042,-0.0145896
9.35887,0.00636048,-0.0363529,-0.121801,232.904,-6.03339,-0.0144366
9.35891,0.00633309,-0.0343627,-0.121576,233.094,-6.03599,-0.0143246
9.35966,0.00629109,-0.0328412,-0.121421,233.322,-6.03882,-0.0141954
9.35532,0.00613189,-0.0304998,-0.121025,233.464,-6.04227,-0.0141966
9.35415,0.00611075,-0.0289785,-0.120887,233.65,-6.04518,-0.014088
9.3522,0.00612288,-0.027809,-0.120764,233.846,-6.04846,-0.0139521
9.35173,0.00623754,-0.02633,-0.120628,234.033,-6.05111,-0.0137601
9.34885,0.00641457,-0.0253153,-0.120493,234.221,-6.05452,-0.013527
9.34714,0.00655084,-0.0241941,-0.12036,234.411,-6.05753,-0.0133143
9.34487,0.00673756,-0.0230663,-0.120209,234.588,-6.06054,-0.0130761
9.34175,0.0068597,-0.0268016,-0.120081,234.781,-6.06372,-0.0128632
9.33485,0.00698151,-0.0310163,-0.11995,234.971,-6.06803,-0.0126497
9.33183,0.00702926,-0.0341431,-0.119831,235.17,-6.07115,-0.0124714
9.32839,0.00708954,-0.0379452,-0.119677,235.345,-6.07404,-0.0123034
9.32686,0.0071085,-0.0411226,-0.119524,235.52,-6.07628,-0.0121584
9.32353,0.00712435,-0.0439962,-0.119393,235.709,-6.07925,-0.0120048
9.32325,0.00714019,-0.0463182,-0.119258,235.895,-6.08115,-0.011853
9.32196,0.00715423,-0.0484738,-0.119135,236.09,-6.08344,-0.011695
9.32253,0.00720297,-0.0456789,-0.118906,236.277,-6.08527,-0.0115221
9.31835,0.00729281,-0.0435288,-0.118651,236.453,-6.08853,-0.0113307
9.3167,0.00737039,-0.0413818,-0.118424,236.64,-6.09102,-0.011137
9.3128,0.00744294,-0.039769,-0.118115,236.831,-6.09425,-0.010942
9.31196,0.00748035,-0.0377953,-0.117812,237.023,-6.09647,-0.0107655
9.30882,0.00745265,-0.0362514,-0.117506,237.214,-6.09941,-0.010629
9.3083,0.00742264,-0.0341832,-0.117163,237.394,-6.10138,-0.0105029
9.30842,0.00731516,-0.0320345,-0.116904,237.568,-6.10309,-0.01043
9.31092,0.00723508,-0.0300604,-0.116789,237.767,-6.10422,-0.0103225
9.31366,0.00714934,-0.0280082,-0.116663,237.957,-6.10518,-0.0102273
9.31411,0.0070458,-0.0261007,-0.116503,238.126,-6.10671,-0.0101608
9.31336,0.00696301,-0.0247724,-0.116372,238.312,-6.10876,-0.0100709
9.3136,0.0068869,-0.0234253,-0.116337,238.503,-6.11052,-0.00997447
9.31395,0.00680386,-0.0219955,-0.116297,238.683,-6.11213,-0.00989224
9.314,0.00674734,-0.0210331,-0.11627,238.9,-6.11415,-0.00976825
9.31328,0.00661438,-0.0197177,-0.116108,239.067,-6.11599,-0.00972835
9.31264,0.00647164,-0.0186796,-0.115971,239.249,-6.11791,-0.00968633
9.31022,0.0063182,-0.0180859,-0.11585,239.443,-6.12052,-0.00964524
9.30699,0.00615665,-0.0223155,-0.11572,239.629,-6.12304,-0.00961754
9.30489,0.00599909,-0.026157,-0.115589,239.815,-6.12518,-0.00959106
9.3056,0.00585361,-0.0246413,-0.115465,240.006,-6.12669,-0.00955717
9.30268,0.0057289,-0.0235986,-0.115322,240.183,-6.12927,-0.00952188
9.29917,0.00568712,-0.022841,-0.115193,240.371,-6.13212,-0.00943206
9.29566,0.00564328,-0.0220329,-0.115053,240.55,-6.1349,-0.00934906
9.29247,0.00567205,-0.0212679,-0.114918,240.733,-6.13758,-0.00922023
9.2885,0.00566577,-0.025178,-0.114886,240.926,-6.14032,-0.00910623
9.28739,0.00569717,-0.0291839,-0.114844,241.099,-6.14187,-0.00898162
9.28551,0.00569062,-0.0321647,-0.114814,241.299,-6.14392,-0.00886321
9.28047,0.0057619,-0.0364233,-0.114772,241.469,-6.14667,-0.00871496
9.27733,0.00578575,-0.0395518,-0.114643,241.656,-6.14892,-0.00858435
9.27626,0.00580804,-0.0421038,-0.114519,241.846,-6.1505,-0.00845185
9.27662,0.005772,-0.0400999,-0.114491,242.054,-6.15194,-0.00834367
9.27535,0.00566995,-0.0374189,-0.114445,242.215,-6.15363,-0.00830626
9.27572,0.00561369,-0.0357219,-0.114348,242.429,-6.1551,-0.00820955
9.27457,0.00553005,-0.0336249,-0.114198,242.602,-6.15681,-0.00815613
9.27266,0.00549903,-0.0322751,-0.114088,242.804,-6.15893,-0.00805486
9.26967,0.00545008,-0.0303011,-0.113907,242.96,-6.16113,-0.00799206
9.26844,0.00541662,-0.0288199,-0.113777,243.146,-6.1629,-0.00790364
9.26704,0.00539649,-0.0279683,-0.113699,243.385,-6.16506,-0.00777609
9.26474,0.0053352,-0.0254696,-0.113447,243.517,-6.16687,-0.00773635
9.26279,0.00530288,-0.0242687,-0.1132,243.694,-6.1688,-0.00765433
9.26297,0.00530747,-0.0229359,-0.112976,243.879,-6.17007,-0.00754539
9.25908,0.00528081,-0.0223535,-0.112769,244.072,-6.17269,-0.00745129
9.25899,0.00522255,-0.0211994,-0.112558,244.262,-6.17405,-0.0073783
9.25791,0.0051532,-0.0200326,-0.112296,244.433,-6.17562,-0.00732422
9.257,0.00507156,-0.0191727,-0.112096,244.629,-6.17726,-0.00726528
9.25447,0.00497343,-0.0184,-0.111847,244.804,-6.1793,-0.00722929
9.25428,0.00490973,-0.0211666,-0.111754,245.02,-6.18063,-0.00715189
9.25248,0.00480062,-0.0260465,-0.111587,245.181,-6.18199,-0.00713268
9.25054,0.00472162,-0.0295352,-0.111462,245.368,-6.1836,-0.00708414
9.24594,0.0046372,-0.033547,-0.111324,245.545,-6.18596,-0.00704527
9.24521,0.00456997,-0.0361825,-0.111211,245.741,-6.18721,-0.00698794
9.24363,0.00451034,-0.0386144,-0.111109,245.947,-6.18877,-0.00692195
9.2414,0.00434598,-0.035732,-0.110908,246.094,-6.1905,-0.00695086
9.23746,0.00425034,-0.0344423,-0.110786,246.282,-6.19294,-0.00692082
9.23506,0.00418569,-0.032883,-0.110657,246.464,-6.19487,-0.00687642
9.23137,0.00412424,-0.0316357,-0.110529,246.648,-6.19721,-0.00683052
9.22849,0.00406346,-0.0339816,-0.110449,246.879,-6.19934,-0.00676403
9.22296,0.00393159,-0.0389503,-0.110266,247.032,-6.20174,-0.00677671
9.21962,0.00384535,-0.0419727,-0.110142,247.217,-6.20368,-0.00675009
9.21414,0.00375371,-0.0453876,-0.109901,247.394,-6.20622,-0.0067322
9.2114,0.00371213,-0.047672,-0.109711,247.593,-6.20802,-0.00667629
9.20819,0.0036517,-0.0508513,-0.109548,247.755,-6.2097,-0.00664798
9.2079,0.00360954,-0.0526414,-0.109431,247.945,-6.21062,-0.00659822
9.20702,0.00356353,-0.0497458,-0.109198,248.124,-6.21192,-0.006556
9.20862,0.00352126,-0.0467702,-0.108977,248.308,-6.21244,-0.00651053
9.20863,0.00348252,-0.04432,-0.108769,248.498,-6.21349,-0.00646154
9.21033,0.00344102,-0.0415236,-0.10854,248.678,-6.21397,-0.00641857
9.20892,0.00343612,-0.0395504,-0.108422,248.868,-6.21548,-0.0063507
9.2076,0.00343162,-0.0377618,-0.108313,249.064,-6.21698,-0.00628031
9.2052,0.00338687,-0.0357223,-0.108168,249.234,-6.21873,-0.00624398
9.20413,0.00338381,-0.0341331,-0.108062,249.433,-6.22016,-0.00617278
9.20038,0.00338066,-0.0329437,-0.107949,249.626,-6.22242,-0.00610352
9.1987,0.00333673,-0.0366706,-0.107803,249.795,-6.2236,-0.00606818
9.19462,0.00326481,-0.0400915,-0.107674,249.976,-6.22562,-0.00604655
9.19385,0.0031909,-0.042966,-0.107538,250.15,-6.22652,-0.00602971
9.18992,0.00308434,-0.0460927,-0.107403,250.326,-6.22844,-0.00603395
9.18883,0.00299019,-0.0483846,-0.10728,250.51,-6.22948,-0.00602986
9.18633,0.00289964,-0.0507546,-0.107158,250.694,-6.23097,-0.00602515
9.18478,0.00284187,-0.0521511,-0.107081,250.926,-6.23238,-0.00598711
9.18409,0.002727,-0.0547288,-0.106921,251.086,-6.23313,-0.00600726
9.18545,0.00264999,-0.0560501,-0.10681,251.279,-6.23339,-0.00599671
9.18452,0.00256555,-0.0578721,-0.106684,251.461,-6.23432,-0.00599569
9.18443,0.00246516,-0.0598562,-0.106528,251.624,-6.23488,-0.0060116
9.1804,0.00238274,-0.0619932,-0.106394,251.799,-6.23677,-0.0060149
9.17924,0.00234018,-0.0635405,-0.106262,251.976,-6.23774,-0.00599513
9.17469,0.00233533,-0.0654055,-0.10614,252.159,-6.23983,-0.00595136
9.1719,0.0023009,-0.0667761,-0.10603,252.352,-6.24137,-0.00592315
9.1684,0.00232639,-0.0681348,-0.105927,252.552,-6.24316,-0.00585746
9.16802,0.0022823,-0.0693237,-0.105786,252.723,-6.24379,-0.00584117
9.16496,0.00227914,-0.0706822,-0.105662,252.905,-6.24534,-0.00579781
9.16286,0.00227608,-0.0670227,-0.105538,253.086,-6.24683,-0.00575452
9.16047,0.00230318,-0.0640582,-0.105516,253.282,-6.24845,-0.00568927
9.15975,0.00229919,-0.0603954,-0.105489,253.46,-6.24949,-0.00564696
9.15694,0.00229506,-0.0570582,-0.10535,253.631,-6.25122,-0.0056065
9.15638,0.00232408,-0.0540907,-0.105233,253.818,-6.25223,-0.00554192
9.15401,0.00228905,-0.0516635,-0.105122,254.009,-6.25384,-0.0055148
9.15331,0.00225598,-0.0534137,-0.1051,254.204,-6.25469,-0.00548628
9.15019,0.00218373,-0.0557361,-0.105075,254.385,-6.25623,-0.00548595
9.15009,0.00212339,-0.0571935,-0.105138,254.58,-6.25686,-0.00547622
9.14669,0.00203206,-0.0599484,-0.105104,254.734,-6.25837,-0.00549637
9.14496,0.00196818,-0.0616281,-0.10498,254.915,-6.25945,-0.00549541
9.14234,0.00190908,-0.0632802,-0.104862,255.1,-6.26083,-0.0054918
9.14206,0.00185746,-0.0643456,-0.104756,255.296,-6.26149,-0.00548246
9.14003,0.00179518,-0.0659284,-0.10473,255.471,-6.26263,-0.00548496
9.14045,0.00172904,-0.0671748,-0.104584,255.638,-6.26293,-0.00549293
9.13852,0.00167394,-0.0684947,-0.104459,255.817,-6.26405,-0.00549297
9.13661,0.00165903,-0.0694914,-0.104359,256.018,-6.26523,-0.00546525
9.13199,0.00167829,-0.0712809,-0.104214,256.185,-6.26716,-0.00542314
9.13047,0.00166039,-0.0722581,-0.104094,256.368,-6.26813,-0.00540047
9.12488,0.00164413,-0.073748,-0.103983,256.558,-6.27043,-0.00537592
9.12171,0.00162564,-0.0749378,-0.103852,256.733,-6.27189,-0.00535577
9.11774,0.00164343,-0.0761362,-0.103726,256.911,-6.27362,-0.00531299
9.11791,0.0016925,-0.0765806,-0.103609,257.096,-6.274,-0.0052496
9.11611,0.00176764,-0.0772541,-0.103411,257.287,-6.27503,-0.00516795
9.11449,0.00185301,-0.0779845,-0.10318,257.464,-6.27593,-0.00508124
9.11285,0.00189322,-0.0785663,-0.102982,257.655,-6.27687,-0.00501776
9.11068,0.00193738,-0.0743811,-0.102759,257.834,-6.27822,-0.00495339
9.10568,0.00197902,-0.0709784,-0.102443,258.016,-6.28049,-0.00488919
9.10301,0.00198514,-0.0675197,-0.102233,258.2,-6.28201,-0.0048453
9.09893,0.00195609,-0.0642191,-0.102109,258.378,-6.28398,-0.00482443
9.09763,0.00191862,-0.0620193,-0.102038,258.613,-6.28512,-0.00479667
9.09152,0.00181131,-0.056944,-0.101822,258.747,-6.28779,-0.00483397
9.08776,0.00176106,-0.0588883,-0.101716,258.939,-6.28945,-0.00482644
9.08206,0.00173381,-0.061708,-0.101558,259.096,-6.29162,-0.00481272
9.08257,0.00174559,-0.0626902,-0.101458,259.292,-6.29189,-0.00476802
9.07998,0.00175984,-0.0644056,-0.101436,259.468,-6.29309,-0.00472548
9.07658,0.00170518,-0.0660714,-0.101316,259.649,-6.29455,-0.00472402
9.07279,0.00165013,-0.0677548,-0.101192,259.825,-6.29613,-0.0047246
9.07346,0.0016031,-0.0685137,-0.100903,260.013,-6.29628,-0.00471912
9.07351,0.00154868,-0.0695413,-0.100449,260.185,-6.29659,-0.00472208
9.07265,0.0015082,-0.0703541,-0.100008,260.382,-6.29726,-0.00471315
9.07004,0.00145779,-0.071662,-0.0993359,260.556,-6.29842,-0.00471507
9.0697,0.00140943,-0.072534,-0.0985618,260.731,-6.29885,-0.00471671
9.06438,0.00143292,-0.0740264,-0.0977572,260.913,-6.30091,-0.00467399
9.05993,0.00148595,-0.0752587,-0.0969993,261.101,-6.30268,-0.00461185
9.05437,0.00161719,-0.0767167,-0.0961273,261.276,-6.30477,-0.0045027
9.04966,0.00166145,-0.0777965,-0.0955974,261.471,-6.3066,-0.00444077
9.04125,0.00170807,-0.0794561,-0.0951176,261.659,-6.30959,-0.00437777
9.03492,0.0016826,-0.080948,-0.0947059,261.815,-6.31185,-0.00436398
9.03103,0.00166534,-0.0817368,-0.0945089,262,-6.31335,-0.00434002
9.02827,0.00164857,-0.0823143,-0.0944049,262.186,-6.31449,-0.00431604
9.02235,0.00162951,-0.0834261,-0.0942825,262.357,-6.31662,-0.00429649
9.01593,0.00161337,-0.0890654,-0.0942705,262.539,-6.31866,-0.00427339
9.00967,0.00156729,-0.098552,-0.0942592,262.727,-6.32039,-0.00426805
9.00458,0.00151308,-0.116132,-0.0941356,262.897,-6.32118,-0.0042718
8.99743,0.00141539,-0.129223,-0.0940422,263.091,-6.32281,-0.00429883
8.98844,0.00122862,-0.149542,-0.0939278,263.267,-6.32456,-0.00438563
8.97963,0.000964281,-0.167255,-0.0939164,263.449,-6.32628,-0.00452256
8.97466,0.000630193,-0.1888,-0.0939045,263.628,-6.3264,-0.00470809
8.96745,0.000301404,-0.206349,-0.0938138,263.824,-6.32736,-0.00489525
8.96063,-8.06227e-05,-0.230189,-0.0936807,263.985,-6.32783,-0.00512414
8.94858,-0.00030943,-0.251718,-0.0936673,264.151,-6.33004,-0.00526633
8.93937,-0.000400718,-0.273652,-0.0936557,264.33,-6.33112,-0.00532866
8.92888,-0.000387802,-0.295491,-0.0936435,264.504,-6.33251,-0.00532853
8.91985,-0.000342002,-0.315073,-0.0936318,264.682,-6.33338,-0.00530807
8.90877,-0.000241395,-0.332092,-0.0935335,264.871,-6.33488,-0.00525349
8.8938,-0.000119198,-0.347433,-0.09341,265.039,-6.3378,-0.00518281
8.88375,1.70909e-05,-0.364007,-0.0933024,265.218,-6.33879,-0.00510134
8.87528,7.77978e-05,-0.378273,-0.0932922,265.405,-6.33919,-0.00506368
8.8657,4.22224e-05,-0.388523,-0.0932812,265.584,-6.34016,-0.00508396
8.85611,4.07536e-05,-0.394267,-0.0931582,265.751,-6.34144,-0.00508407
8.84733,7.06277e-05,-0.394145,-0.0930583,265.936,-6.34257,-0.00506486
8.83913,0.000216718,-0.394013,-0.0929382,266.104,-6.34366,-0.00497355
8.83062,0.000378453,-0.3939,-0.0929274,266.281,-6.34475,-0.00486961
8.82634,0.000600512,-0.38761,-0.0929182,266.473,-6.34462,-0.00472504
8.82059,0.000892752,-0.37608,-0.0929073,266.649,-6.34546,-0.00453352
8.80746,0.00124507,-0.365325,-0.092895,266.815,-6.34886,-0.00429976
8.79665,0.0015312,-0.361046,-0.0928847,266.996,-6.351,-0.00409815
8.79399,0.00169867,-0.355236,-0.0929792,267.166,-6.35059,-0.00396549
8.79243,0.00177426,-0.345869,-0.0930588,267.35,-6.34989,-0.00388343
8.78336,0.00175425,-0.337881,-0.0930485,267.531,-6.3517,-0.00385915
8.77522,0.00172999,-0.328414,-0.0930356,267.692,-6.35352,-0.00384189
8.76575,0.00168531,-0.322216,-0.0929453,267.885,-6.35537,-0.00383132
8.75927,0.00166522,-0.314094,-0.0929336,268.053,-6.35659,-0.00381138
8.75308,0.00161228,-0.306851,-0.0928219,268.225,-6.35766,-0.00381111
