speed_f,yaw_rate_f,longitude_acc_f,lateral_acc_f,X_f,Y_f,PHI_f
3.0978,0.000951422,-1.48282,0.0840707,336.216,316.381,4.6521
3.09628,0.000778586,-1.49275,0.0838488,336.202,316.321,4.65201
3.09123,0.000627211,-1.50114,0.083649,336.189,316.257,4.65193
3.08361,0.000515026,-1.50918,0.0835519,336.177,316.193,4.65188
3.08261,0.000459465,-1.51845,0.0834346,336.164,316.134,4.65185
3.07821,0.000444821,-1.53294,0.0833265,336.151,316.074,4.65185
3.07107,0.000431799,-1.54541,0.0832277,336.138,316.011,4.65185
3.06875,0.000383141,-1.55811,0.0831198,336.124,315.95,4.65183
3.06376,0.000336997,-1.57489,0.0830142,336.111,315.889,4.65181
3.05382,0.000259404,-1.59115,0.0829105,336.099,315.828,4.65177
3.04005,0.00018305,-1.61219,0.0828053,336.088,315.767,4.65173
3.02464,8.45129e-05,-1.63013,0.0827101,336.077,315.704,4.65167
3.01923,-2.68565e-05,-1.65423,0.0825989,336.063,315.646,4.6516
3.00585,-8.69338e-05,-1.66921,0.0825063,336.051,315.582,4.65156
2.99381,-0.000117729,-1.68524,0.0824046,336.04,315.522,4.65154
2.98834,-0.000113456,-1.70308,0.08216,336.026,315.466,4.65154
2.97661,-7.55885e-05,-1.72239,0.0818413,336.014,315.407,4.65157
2.96512,-4.69551e-06,-1.73577,0.0815233,336.002,315.349,4.65161
2.94404,7.44511e-05,-1.74547,0.0812021,335.992,315.282,4.65166
2.94517,0.000205788,-1.76109,0.0806468,335.977,315.231,4.65174
2.93293,0.000264613,-1.77152,0.0802461,335.965,315.171,4.65178
2.92387,0.000326101,-1.78213,0.0796867,335.952,315.114,4.65182
2.91493,0.000315789,-1.78707,0.0792611,335.94,315.056,4.65182
2.89608,0.000308072,-1.79052,0.0789375,335.928,314.991,4.65183
2.89504,0.000217731,-1.7954,0.078453,335.914,314.937,4.65178
2.89192,9.64653e-05,-1.79977,0.0779865,335.9,314.882,4.6517
2.87948,-2.76125e-05,-1.80292,0.0777103,335.888,314.822,4.65163
2.8668,-0.000164418,-1.80724,0.0775041,335.876,314.765,4.65154
2.858,-0.00030581,-1.8114,0.0772832,335.864,314.71,4.65145
2.84873,-0.000398864,-1.81465,0.0770776,335.852,314.653,4.65139
2.83729,-0.000419273,-1.81745,0.0769854,335.839,314.595,4.65137
2.82707,-0.000406592,-1.82015,0.0768911,335.827,314.538,4.65137
2.81748,-0.000329852,-1.8224,0.076799,335.814,314.48,4.65141
2.8109,-0.000217038,-1.82459,0.0767019,335.8,314.425,4.65147
2.80553,-6.77292e-05,-1.82685,0.0766006,335.787,314.37,4.65156
2.79146,2.43381e-05,-1.82877,0.0765157,335.775,314.311,4.65161
2.78669,6.11508e-05,-1.83124,0.076292,335.761,314.258,4.65164
2.78256,2.10296e-05,-1.83356,0.0759461,335.748,314.206,4.65161
2.77095,-4.50167e-05,-1.83552,0.0757515,335.736,314.149,4.65157
2.75883,-0.000140305,-1.83731,0.0755607,335.724,314.093,4.65151
2.75298,-0.000245182,-1.83915,0.0753436,335.711,314.04,4.65145
2.73528,-0.000375485,-1.83639,0.0751839,335.699,313.979,4.65136
2.73859,-0.000568304,-1.8323,0.0750679,335.684,313.929,4.65123
2.7295,-0.000717235,-1.82944,0.074975,335.672,313.874,4.65113
2.72236,-0.000798446,-1.82662,0.0749863,335.659,313.82,4.65107
2.71026,-0.000806687,-1.82415,0.0749962,335.647,313.763,4.65104
2.69699,-0.000782952,-1.82217,0.0750065,335.635,313.708,4.65104
2.69356,-0.000794695,-1.8201,0.0748898,335.623,313.66,4.65102
2.68312,-0.000803506,-1.818,0.0747992,335.611,313.605,4.651
2.6733,-0.000779601,-1.81591,0.074709,335.598,313.551,4.651
2.66132,-0.000757813,-1.80819,0.0746249,335.586,313.494,4.65099
2.65917,-0.000732034,-1.79924,0.0744068,335.573,313.444,4.651
2.65357,-0.000744161,-1.79828,0.0741893,335.56,313.393,4.65097
2.64454,-0.000721071,-1.79738,0.0738841,335.548,313.34,4.65097
2.63306,-0.000700611,-1.79635,0.0736071,335.536,313.285,4.65097
2.62487,-0.000645498,-1.79535,0.0732032,335.524,313.233,4.65099
2.62078,-0.000588309,-1.79421,0.0727697,335.51,313.182,4.65101
2.61414,-0.000536244,-1.79315,0.0724676,335.497,313.13,4.65103
2.60448,-0.000487931,-1.79233,0.0720789,335.485,313.077,4.65105
2.60104,-0.000471523,-1.79141,0.0716372,335.472,313.027,4.65105
2.59405,-0.00045751,-1.79028,0.0712484,335.459,312.974,4.65105
2.59076,-0.000442459,-1.78931,0.0708171,335.445,312.924,4.65105
2.58139,-0.000461473,-1.78858,0.0704346,335.433,312.871,4.65103
2.5759,-0.000446812,-1.79266,0.0701281,335.419,312.82,4.65103
2.56893,-0.000399586,-1.79167,0.0699366,335.406,312.769,4.65105
2.5589,-0.000317914,-1.79623,0.0697393,335.395,312.718,4.6511
2.54724,-0.000308465,-1.80011,0.0695548,335.383,312.666,4.6511
2.53574,-0.000299289,-1.80376,0.0693709,335.371,312.614,4.65109
2.53228,-0.000288888,-1.80764,0.0692729,335.357,312.567,4.6511
2.51734,-0.000251644,-1.81046,0.0692886,335.346,312.513,4.65111
2.51305,-0.000203529,-1.8144,0.0693096,335.333,312.466,4.65114
2.49452,-0.000198168,-1.81723,0.0692362,335.323,312.412,4.65114
2.49102,-0.000191082,-1.82059,0.0691358,335.309,312.365,4.65114
2.4782,-0.000185505,-1.82317,0.0690543,335.298,312.314,4.65114
2.46771,-0.000179881,-1.82561,0.0689699,335.286,312.264,4.65114
2.46213,-0.000173729,-1.82831,0.0688742,335.273,312.217,4.65114
2.44654,-0.000139561,-1.83022,0.0687994,335.262,312.165,4.65115
2.44767,-0.000134144,-1.83289,0.0684257,335.248,312.121,4.65116
2.4339,-0.000100145,-1.83454,0.0680667,335.236,312.07,4.65117
2.42884,-2.33523e-05,-1.83136,0.0676298,335.223,312.024,4.65122
2.42098,0.000114539,-1.8285,0.0672221,335.211,311.976,4.6513
2.41268,0.000275556,-1.82567,0.0667126,335.198,311.927,4.65141
2.40358,0.000428882,-1.82302,0.0662145,335.186,311.878,4.65151
2.39194,0.000509193,-1.82065,0.0656478,335.174,311.828,4.65157
2.39145,0.000566297,-1.81763,0.0649594,335.16,311.782,4.65161
2.38594,0.000584072,-1.82072,0.0643888,335.147,311.737,4.65163
2.37121,0.000567444,-1.82336,0.0640254,335.136,311.688,4.65163
2.36012,0.000447717,-1.82615,0.0636277,335.125,311.64,4.65157
2.35288,0.000218305,-1.82867,0.0632085,335.113,311.594,4.65144
2.34488,-3.66173e-07,-1.83102,0.0630151,335.1,311.548,4.65131
2.33196,-0.000154811,-1.8328,0.0629429,335.089,311.499,4.65121
2.31706,-0.000208008,-1.83009,0.0628768,335.078,311.449,4.65117
2.31433,-0.000238986,-1.82694,0.0629063,335.064,311.405,4.65115
2.30725,-0.000160988,-1.82429,0.0629334,335.052,311.36,4.6512
2.3027,-4.23876e-05,-1.82175,0.0630802,335.04,311.317,4.65127
2.28746,0.000108681,-1.81989,0.0631031,335.029,311.268,4.65136
2.28499,0.000258092,-1.81739,0.0630129,335.016,311.225,4.65145
2.27508,0.000382925,-1.81545,0.0629351,335.004,311.18,4.65154
2.26815,0.000477778,-1.81357,0.062739,334.992,311.136,4.6516
2.25746,0.000531385,-1.81694,0.0624437,334.981,311.091,4.65164
2.23529,0.000518789,-1.81928,0.0621458,334.971,311.04,4.65165
2.23832,0.000451626,-1.82325,0.0614458,334.957,311.001,4.65162
2.22403,0.000376654,-1.82572,0.0609716,334.946,310.955,4.65158
2.21289,0.000261554,-1.82852,0.0605716,334.935,310.911,4.65152
2.20414,0.000144505,-1.83629,0.0602636,334.923,310.869,4.65145
2.18999,0.000108849,-1.84259,0.0600949,334.912,310.823,4.65143
2.17649,0.000139176,-1.84933,0.0599147,334.901,310.78,4.65145
2.16297,0.000274836,-1.8611,0.0597271,334.89,310.737,4.65154
2.14738,0.00036477,-1.87137,0.0594507,334.879,310.694,4.6516
2.1354,0.000424736,-1.8888,0.0591459,334.868,310.653,4.65164
2.11934,0.00041159,-1.9044,0.0589659,334.857,310.61,4.65164
2.1019,0.00039936,-1.91853,0.0587939,334.846,310.567,4.65164
2.08889,0.000386568,-1.93272,0.0584993,334.835,310.526,4.65164
2.07348,0.00037448,-1.94599,0.058212,334.824,310.485,4.65164
2.05254,0.000333771,-1.95725,0.057959,334.814,310.442,4.65163
2.03681,0.000289379,-1.96916,0.0576754,334.803,310.401,4.65161
2.02512,0.000241468,-1.98704,0.0574758,334.791,310.363,4.65158
2.00584,0.000169638,-2.0015,0.0574068,334.78,310.321,4.65154
1.99046,0.00012854,-2.01656,0.0573307,334.769,310.283,4.65152
1.97194,5.98389e-05,-2.02939,0.0572616,334.759,310.242,4.65148
1.95195,2.59708e-05,-2.04158,0.0571935,334.748,310.202,4.65146
1.93818,-1.20629e-05,-2.05492,0.0571144,334.737,310.165,4.65144
1.91998,-1.16895e-05,-2.06634,0.0570426,334.726,310.127,4.65144
1.89161,-1.14093e-05,-2.07093,0.056988,334.717,310.084,4.65144
1.89051,3.65021e-05,-2.07891,0.0567385,334.703,310.052,4.65147
1.8671,9.67516e-05,-2.08395,0.0565786,334.694,310.013,4.6515
1.84937,0.00012677,-2.08868,0.0564072,334.683,309.975,4.65152
1.83629,0.000159062,-2.09368,0.0562164,334.671,309.94,4.65155
1.82193,0.000224618,-2.09818,0.0560316,334.66,309.904,4.65159
1.80052,0.000248717,-2.10181,0.0558743,334.65,309.866,4.65161
1.78924,0.00027824,-2.10628,0.0556748,334.638,309.833,4.65163
1.76988,0.000399816,-2.11444,0.0556075,334.628,309.797,4.65171
1.74778,0.000553713,-2.13378,0.0554353,334.618,309.762,4.65182
1.72501,0.000711932,-2.16347,0.0551425,334.607,309.728,4.65193
1.69718,0.000792247,-2.21197,0.0546268,334.598,309.694,4.65199
1.66155,0.000769271,-2.26554,0.0539558,334.589,309.66,4.65199
1.62825,0.000643164,-2.32015,0.0532348,334.58,309.627,4.65193
1.59985,0.000481017,-2.36641,0.0527057,334.57,309.596,4.65184
1.56872,0.000343561,-2.39563,0.0524534,334.56,309.563,4.65177
1.54692,0.000222804,-2.41082,0.0522689,334.549,309.533,4.6517
1.52726,0.000148238,-2.40267,0.0523084,334.538,309.502,4.65166
1.50892,0.000143851,-2.37961,0.0526633,334.527,309.471,4.65166
1.49905,0.000212389,-2.34445,0.0532968,334.516,309.443,4.6517
1.48318,0.000365781,-2.30487,0.0539443,334.505,309.413,4.6518
1.46652,0.000577537,-2.26751,0.0543888,334.495,309.383,4.65194
1.45777,0.000745566,-2.23839,0.0543127,334.484,309.355,4.65206
1.44128,0.000825827,-2.22342,0.0537926,334.474,309.327,4.65212
1.42059,0.000833805,-2.21486,0.053097,334.464,309.298,4.65214
1.40303,0.00080739,-2.20623,0.0522575,334.454,309.27,4.65214
1.38408,0.000782316,-2.20465,0.0514357,334.444,309.243,4.65214
1.36324,0.000691317,-2.20337,0.0505034,334.435,309.215,4.6521
1.34096,0.000475776,-2.20676,0.0496026,334.425,309.188,4.65198
1.32344,0.000136651,-2.21029,0.0487343,334.415,309.162,4.65178
1.29964,-0.000157851,-2.21347,0.0482586,334.406,309.135,4.6516
1.28085,-0.000368105,-2.21679,0.0479705,334.396,309.11,4.65147
1.25846,-0.000424062,-2.22453,0.0479104,334.387,309.085,4.65143
1.23485,-0.000346248,-2.23158,0.0478525,334.378,309.06,4.65147
1.2157,-4.84093e-05,-2.23887,0.0476772,334.368,309.036,4.65164
1.19188,0.000343691,-2.24517,0.0476196,334.358,309.012,4.65189
1.17006,0.000840719,-2.25132,0.0475598,334.349,308.989,4.6522
1.15183,0.00141958,-2.25726,0.0474966,334.339,308.967,4.65258
1.1301,0.00184437,-2.26882,0.0474375,334.329,308.945,4.65287
1.10378,0.00209751,-2.27883,0.0473842,334.319,308.922,4.65306
1.08154,0.00223383,-2.2893,0.0472224,334.31,308.9,4.65319
1.06612,0.00219294,-2.30089,0.0470322,334.299,308.88,4.65321
1.03826,0.0020731,-2.30921,0.0468879,334.29,308.858,4.65318
1.01783,0.00180107,-2.31818,0.0467217,334.279,308.837,4.65305
1.00249,0.00139875,-2.32736,0.0465383,334.268,308.818,4.65284
0.97676,0.00102068,-2.32869,0.04639,334.259,308.797,4.65263
0.960122,0.000645641,-2.33038,0.0463249,334.249,308.779,4.65242
0.926168,0.000474832,-2.32769,0.0462809,334.241,308.757,4.65233
0.919088,0.000410292,-2.32345,0.0463436,334.229,308.741,4.6523
0.894443,0.000492248,-2.3162,0.0463869,334.221,308.723,4.65236
0.875466,0.000720413,-2.3085,0.0464351,334.211,308.706,4.65251
0.855235,0.0010701,-2.30141,0.0463769,334.202,308.689,4.65274
0.839862,0.00151681,-2.28717,0.0463125,334.192,308.673,4.65303
0.820762,0.00192083,-2.2812,0.0460345,334.183,308.657,4.65331
0.794536,0.00219819,-2.27629,0.0457036,334.175,308.641,4.65353
0.779321,0.00238553,-2.27047,0.0450327,334.165,308.626,4.65369
0.754303,0.00241058,-2.26599,0.0443912,334.156,308.61,4.65375
0.736482,0.00233001,-2.26111,0.0436295,334.147,308.596,4.65375
0.71164,0.00220231,-2.25708,0.0429892,334.139,308.581,4.65372
0.691807,0.00196026,-2.25283,0.042274,334.13,308.567,4.65361
0.668227,0.00170828,-2.24917,0.0417068,334.122,308.554,4.6535
0.655262,0.00140257,-2.2449,0.0411171,334.112,308.541,4.65334
0.633307,0.0012284,-2.23541,0.0407579,334.104,308.529,4.65326
0.613357,0.00112342,-2.22139,0.0404973,334.096,308.516,4.65322
0.591649,0.00112248,-2.20426,0.0403517,334.088,308.504,4.65324
0.577959,0.00119487,-2.18536,0.0401818,334.079,308.493,4.65331
0.559474,0.00135507,-2.16481,0.0400312,334.071,308.482,4.65343
0.546821,0.00159498,-2.13683,0.0398673,334.062,308.472,4.6536
0.52307,0.00177996,-2.11564,0.0397384,334.055,308.46,4.65375
0.517232,0.00203183,-2.08188,0.0394333,334.045,308.451,4.65394
0.504737,0.00217318,-2.05449,0.0391701,334.036,308.441,4.65407
0.485025,0.00223102,-2.02829,0.0389507,334.029,308.431,4.65415
0.477621,0.00215619,-1.99666,0.038671,334.02,308.422,4.65415
0.470426,0.002013,-1.9623,0.0383951,334.011,308.413,4.6541
0.450949,0.00185347,-1.93735,0.0382729,334.003,308.403,4.65405
0.454305,0.00157648,-1.89366,0.0380857,333.992,308.394,4.65391
0.442184,0.00138133,-1.86355,0.0380432,333.984,308.385,4.65383
0.449911,0.00114895,-1.82242,0.0379803,333.973,308.377,4.65371
0.438779,0.00102511,-1.79583,0.0379371,333.965,308.368,4.65365
0.43648,0.00095408,-1.76564,0.0378851,333.955,308.36,4.65363
0.428033,0.000958036,-1.73651,0.0379389,333.947,308.351,4.65365
0.424557,0.00103137,-1.70619,0.0379979,333.938,308.343,4.65372
0.409461,0.00111225,-1.68391,0.037961,333.931,308.334,4.65379
0.42145,0.00134538,-1.64704,0.0378944,333.919,308.327,4.65395
0.409167,0.00145179,-1.6263,0.0377673,333.912,308.318,4.65405
0.416217,0.00156621,-1.59661,0.0375716,333.901,308.31,4.65414
0.403988,0.00160989,-1.57843,0.0373592,333.894,308.302,4.6542
0.405073,0.00166832,-1.56017,0.0369457,333.884,308.294,4.65427
0.389749,0.00168057,-1.54841,0.0365768,333.878,308.285,4.65432
0.403667,0.00160264,-1.52707,0.0358416,333.865,308.279,4.6543
0.392234,0.0015593,-1.52124,0.0353251,333.858,308.27,4.6543
0.391072,0.00142776,-1.51409,0.0346492,333.849,308.263,4.65425
0.383554,0.00131903,-1.50835,0.0340722,333.841,308.255,4.65421
0.375089,0.00121898,-1.49718,0.0336259,333.834,308.248,4.65418
0.373205,0.0011409,-1.48472,0.033096,333.826,308.241,4.65415
0.36731,0.00110588,-1.47409,0.0326159,333.818,308.233,4.65416
0.358808,0.00110545,-1.46466,0.0322851,333.811,308.226,4.65418
0.356177,0.00110496,-1.45427,0.0318978,333.802,308.219,4.6542
0.345941,0.00113437,-1.44622,0.0315841,333.796,308.212,4.65424
0.341522,0.00116778,-1.43729,0.031326,333.788,308.205,4.65428
0.333907,0.00119793,-1.4295,0.0310864,333.78,308.198,4.65433
0.327079,0.00119468,-1.42196,0.0309452,333.773,308.192,4.65435
0.322183,0.00115632,-1.41446,0.0307959,333.766,308.185,4.65435
0.317532,0.00108435,-1.40737,0.0306469,333.758,308.179,4.65433
0.314326,0.0009383,-1.40045,0.030605,333.75,308.173,4.65426
0.304798,0.000758344,-1.39496,0.0305701,333.743,308.167,4.65417
0.302147,0.000549015,-1.38869,0.0305281,333.735,308.161,4.65405
0.298432,0.000390541,-1.37805,0.0304879,333.728,308.155,4.65396
0.287881,0.000264233,-1.36971,0.0304551,333.722,308.149,4.65389
0.287947,0.000137661,-1.35914,0.0304106,333.713,308.144,4.65382
0.283166,0.000100171,-1.34587,0.0303728,333.706,308.138,4.6538
0.276533,9.7229e-05,-1.33384,0.0303366,333.7,308.132,4.6538
0.271336,0.000193066,-1.32203,0.0302995,333.693,308.127,4.65386
0.271003,0.00037611,-1.30929,0.0302565,333.685,308.122,4.65398
0.263353,0.000543855,-1.29411,0.0301311,333.679,308.116,4.65409
0.264919,0.000755759,-1.27554,0.0299672,333.671,308.112,4.65423
0.256518,0.000876951,-1.25857,0.029762,333.665,308.106,4.65432
0.254595,0.000983643,-1.23929,0.0294159,333.658,308.101,4.65441
0.26159,0.00102896,-1.21113,0.0288328,333.65,308.096,4.65445
0.253919,0.00103051,-1.19349,0.0284525,333.644,308.091,4.65448
0.260628,0.000993098,-1.16358,0.0277732,333.636,308.086,4.65447
0.264294,0.000959079,-1.13744,0.0271294,333.628,308.081,4.65447
0.262933,0.000963027,-1.11596,0.0266706,333.622,308.076,4.65449
0.260828,0.00102989,-1.09618,0.0262297,333.616,308.071,4.65455
0.252415,0.00113389,-1.08072,0.0258786,333.611,308.065,4.65464
0.268378,0.00144371,-1.05152,0.0251476,333.601,308.061,4.65485
0.263268,0.00163899,-1.04057,0.0248471,333.596,308.055,4.655
0.266568,0.00190503,-1.03213,0.024422,333.588,308.05,4.65519
0.262883,0.00204227,-1.02588,0.0240886,333.583,308.045,4.65532
0.260501,0.00211557,-1.02445,0.0236064,333.577,308.04,4.6554
0.253365,0.00205708,-1.02906,0.023188,333.571,308.035,4.65541
0.253381,0.00183163,-1.03448,0.0226531,333.564,308.03,4.65531
0.242994,0.00159823,-1.04201,0.0222837,333.559,308.024,4.65521
0.247009,0.00104492,-1.05362,0.0218271,333.551,308.02,4.6549
0.240225,0.000588949,-1.06106,0.0216115,333.545,308.015,4.65464
0.237604,7.68202e-05,-1.06918,0.0214726,333.538,308.01,4.65433
0.233883,-0.0003644,-1.0765,0.0214454,333.532,308.005,4.65406
0.230782,-0.000720613,-1.07852,0.0216278,333.525,308.001,4.65384
0.226562,-0.000923014,-1.08031,0.0219007,333.519,307.996,4.6537
0.228986,-0.00100377,-1.07504,0.0223602,333.511,307.992,4.65363
0.226776,-0.000973486,-1.07076,0.0227621,333.505,307.987,4.65363
0.225701,-0.000844617,-1.06189,0.0231653,333.498,307.983,4.65369
0.225776,-0.000655128,-1.04873,0.0234441,333.492,307.978,4.65379
0.228591,-0.000460643,-1.03057,0.0236307,333.485,307.974,4.6539
0.229185,-0.000324014,-1.00922,0.0236996,333.478,307.969,4.65397
0.238224,-0.000235547,-0.978633,0.0236654,333.47,307.965,4.65402
0.24085,-0.000228903,-0.955413,0.0235426,333.464,307.96,4.65402
0.249448,-0.000328658,-0.924748,0.0232881,333.456,307.955,4.65395
0.252863,-0.000526139,-0.900571,0.0230803,333.45,307.95,4.65382
0.269399,-0.000881313,-0.862519,0.0226522,333.441,307.945,4.65359
0.274602,-0.00113845,-0.832798,0.0223689,333.434,307.939,4.65342
0.294351,-0.00144471,-0.788254,0.0219765,333.424,307.934,4.65321
0.306542,-0.00165571,-0.749383,0.0216561,333.417,307.927,4.65305
0.327302,-0.00178317,-0.701306,0.0213981,333.407,307.921,4.65294
0.346183,-0.00179587,-0.658384,0.0211529,333.399,307.915,4.65289
0.36195,-0.00174561,-0.618108,0.0209394,333.391,307.907,4.65289
0.385494,-0.00158541,-0.569241,0.0206957,333.381,307.9,4.65295
0.414323,-0.00134128,-0.513913,0.020311,333.371,307.892,4.65307
0.43222,-0.00106846,-0.473241,0.0200135,333.363,307.883,4.65321
0.459689,-0.000657208,-0.417374,0.0196346,333.353,307.875,4.65344
0.483143,-0.000197671,-0.370065,0.0191704,333.345,307.865,4.65372
0.506323,0.000368793,-0.330586,0.0186891,333.336,307.856,4.65406
0.520256,0.000805753,-0.302468,0.0182541,333.33,307.844,4.65434
0.547441,0.00146422,-0.263042,0.0173291,333.321,307.835,4.65476
0.561337,0.00175689,-0.243388,0.0166329,333.315,307.823,4.65497
0.57803,0.00186981,-0.22742,0.0157484,333.308,307.811,4.65507
0.594381,0.00181213,-0.216984,0.0149787,333.301,307.8,4.65508
0.614559,0.00151735,-0.205699,0.0140927,333.293,307.788,4.65493
0.629447,0.00117567,-0.197314,0.0135017,333.286,307.775,4.65475
0.650069,0.000677523,-0.187242,0.0129853,333.278,307.763,4.65446
0.665064,0.000338032,-0.17986,0.0127899,333.271,307.748,4.65427
0.68687,2.21259e-05,-0.17068,0.0127718,333.263,307.735,4.65408
0.704665,-0.000134199,-0.163461,0.0128538,333.255,307.721,4.65399
0.728492,-0.000129479,-0.149606,0.0131958,333.246,307.707,4.65399
0.741225,-5.37397e-05,-0.14134,0.0134943,333.24,307.69,4.65403
0.771753,0.000306086,-0.125231,0.0141378,333.23,307.677,4.65425
0.789051,0.000553387,-0.115991,0.0145394,333.223,307.661,4.65441
0.806276,0.000799515,-0.111678,0.0148299,333.215,307.645,4.65457
0.822795,0.00103428,-0.107706,0.0150136,333.208,307.628,4.65473
0.840639,0.0011872,-0.108903,0.0151108,333.201,307.612,4.65485
0.853672,0.00118453,-0.11415,0.0150938,333.194,307.594,4.65487
0.869556,0.0010364,-0.120159,0.0150733,333.187,307.578,4.6548
0.882233,0.000766026,-0.13211,0.0150542,333.18,307.56,4.65465
0.892374,0.000431509,-0.142701,0.0150367,333.174,307.541,4.65446
0.902009,8.46053e-05,-0.158343,0.015018,333.168,307.523,4.65426
0.913246,-0.000221152,-0.175064,0.0149967,333.162,307.506,4.65407
0.922143,-0.000408346,-0.183947,0.0149787,333.156,307.487,4.65395
0.931265,-0.00046599,-0.193344,0.0149588,333.15,307.469,4.65391
0.936262,-0.000371047,-0.200451,0.0148579,333.145,307.448,4.65396
0.944157,-8.80065e-05,-0.215454,0.0147164,333.139,307.43,4.65413
0.950747,0.000281628,-0.228866,0.0144667,333.134,307.412,4.65435
0.953999,0.000631634,-0.239306,0.014173,333.13,307.392,4.65457
0.956726,0.000957199,-0.254305,0.0137546,333.125,307.372,4.65479
0.962395,0.00126484,-0.279895,0.0130324,333.119,307.355,4.65499
0.964566,0.00135938,-0.298325,0.0123733,333.114,307.336,4.65508
0.964312,0.00135129,-0.322045,0.0116217,333.11,307.316,4.6551
0.962866,0.0012749,-0.35034,0.0108422,333.106,307.297,4.65508
0.961198,0.00109906,-0.377001,0.0101724,333.101,307.278,4.655
0.958281,0.000875894,-0.40073,0.00964785,333.097,307.258,4.65488
0.956161,0.000592904,-0.431387,0.00916217,333.092,307.239,4.65472
0.952498,0.000343739,-0.457779,0.00884151,333.088,307.22,4.65458
0.94741,0.000183339,-0.48078,0.00864458,333.084,307.2,4.65449
0.942768,0.000107509,-0.506209,0.00863337,333.08,307.181,4.65445
0.93808,0.00010391,-0.531212,0.00862162,333.076,307.163,4.65445
0.932157,0.000197382,-0.551962,0.00861132,333.072,307.144,4.65451
0.9262,0.000374591,-0.57456,0.00871438,333.068,307.126,4.65462
0.916265,0.000507485,-0.595412,0.00879339,333.065,307.106,4.65471
0.907514,0.000683182,-0.617512,0.00878313,333.061,307.087,4.65483
0.901614,0.000870916,-0.645542,0.00876906,333.057,307.071,4.65496
0.891572,0.000947211,-0.673313,0.00875771,333.053,307.054,4.65502
0.87961,0.000950882,-0.694548,0.0087487,333.05,307.034,4.65504
0.870544,0.000916787,-0.722867,0.00861408,333.046,307.018,4.65504
0.859796,0.000815836,-0.747009,0.00849159,333.043,307.001,4.655
0.847515,0.000699063,-0.767037,0.00838493,333.039,306.983,4.65494
0.838721,0.000565546,-0.782235,0.00825892,333.036,306.967,4.65487
0.829807,0.00044423,-0.790738,0.0081405,333.032,306.951,4.65481
0.821477,0.000364709,-0.793628,0.00802738,333.028,306.934,4.65477
0.815818,0.000353389,-0.785022,0.00791161,333.025,306.918,4.65477
0.810188,0.000374849,-0.772735,0.00780366,333.021,306.901,4.65479
0.807491,0.000464808,-0.755296,0.00758344,333.017,306.885,4.65485
0.808003,0.000595332,-0.732246,0.00734517,333.012,306.87,4.65494
0.808817,0.000747305,-0.705369,0.0071228,333.007,306.854,4.65505
0.805714,0.000863543,-0.681131,0.00686714,333.004,306.836,4.65514
0.811779,0.000992458,-0.646905,0.00648211,332.999,306.821,4.65523
0.815052,0.00109656,-0.615168,0.00603778,332.994,306.805,4.65531
0.81141,0.00114164,-0.594481,0.00574789,332.99,306.785,4.65537
0.826493,0.00118747,-0.552812,0.0051178,332.983,306.771,4.65542
0.836348,0.00118394,-0.515743,0.00459233,332.978,306.756,4.65544
0.843872,0.0011809,-0.484635,0.00411986,332.973,306.74,4.65546
0.850387,0.00114382,-0.456522,0.00366683,332.968,306.723,4.65546
0.857107,0.00110829,-0.430184,0.00334338,332.964,306.706,4.65546
0.861498,0.00107712,-0.407593,0.0030527,332.959,306.688,4.65546
0.868566,0.00100834,-0.383345,0.00283276,332.955,306.671,4.65544
0.877248,0.000899647,-0.358849,0.00271217,332.95,306.655,4.65539
0.880837,0.000793496,-0.341491,0.00262339,332.946,306.635,4.65535
0.892027,0.000636512,-0.316599,0.00248697,332.941,306.619,4.65527
0.900058,0.000516761,-0.298007,0.00248385,332.936,306.601,4.6552
0.906711,0.00041201,-0.281999,0.00248107,332.932,306.582,4.65515
0.913971,0.000332097,-0.265226,0.00247797,332.927,306.564,4.65511
0.923541,0.000320403,-0.247208,0.0024744,332.922,306.547,4.65511
0.930404,0.00034222,-0.233457,0.00247155,332.918,306.528,4.65513
0.93907,0.000404265,-0.218112,0.00246815,332.913,306.51,4.65517
0.943696,0.000531963,-0.20721,0.00246563,332.91,306.489,4.65526
0.952788,0.000740871,-0.192966,0.00246216,332.905,306.471,4.6554
0.960788,0.000953084,-0.181033,0.00245908,332.901,306.452,4.65555
0.970056,0.00114007,-0.168813,0.00234172,332.896,306.433,4.65568
0.977031,0.00125557,-0.159451,0.00215832,332.892,306.412,4.65578
0.988152,0.00137167,-0.147225,0.00177211,332.887,306.395,4.65587
0.995509,0.00142533,-0.138548,0.00137071,332.883,306.374,4.65593
1.00406,0.00141506,-0.129566,0.000935358,332.879,306.354,4.65595
1.01426,0.00136597,-0.120019,0.000321758,332.874,306.335,4.65595
1.02302,0.00128967,-0.111994,-0.000120612,332.869,306.314,4.65593
1.02937,0.00120448,-0.105906,-0.000464468,332.865,306.291,4.65591
1.04154,0.0010655,-0.0964263,-0.00104918,332.86,306.273,4.65584
1.04872,0.0010061,-0.0904907,-0.00132881,332.856,306.251,4.65583
1.05685,0.000974834,-0.0841811,-0.00164383,332.852,306.23,4.65583
1.06383,0.000948188,-0.0788845,-0.00191831,332.848,306.207,4.65583
1.07458,0.00095393,-0.071674,-0.00219084,332.844,306.188,4.65585
1.08198,0.000987142,-0.067002,-0.00237209,332.84,306.165,4.65589
1.09379,0.00102939,-0.0556185,-0.00261074,332.835,306.145,4.65594
