gps_lon,gps_lattime_stamp
121.39921618494054,31.17456145655875,4641261998
121.39921592137128,31.17456318226338,4641282027
121.39921566974259,31.17456484528167,4641302350
121.39921492359659,31.17456860000818,4641321905
121.39921461741561,31.17457048901433,4641343055
121.39921436602044,31.17457203273775,4641365270
121.39921408830492,31.17457373951111,4641383411
121.39921382682847,31.17457535008284,4641403443
121.39921355627321,31.17457702338604,4641422323
121.39921258908950,31.17457734132936,4641441915
121.39921224827920,31.17457897094924,4641463131
121.39921189797393,31.17458064400223,4641482289
121.39921153903076,31.17458236116030,4641501937
121.39921103177355,31.17458601060479,4641522078
121.39921071603905,31.17458766268519,4641542873
121.39921038856829,31.17458937981235,4641562166
121.39921004956781,31.17459116114837,4641582198
121.39920970810850,31.17459296613609,4641602960
121.39920941663284,31.17459451205678,4641623976
121.39920878902639,31.17459491248437,4641641964
121.39920843689838,31.17459665700792,4641663026
121.39920811263909,31.17459826787767,4641683342
121.39920774883952,31.17460007299716,4641702088
121.39920729092495,31.17460363807197,4641723083
121.39920694706356,31.17460539801225,4641742725
121.39920657320285,31.17460731159118,4641763157
121.39920629190379,31.17460874756799,4641785349
121.39920595282730,31.17461048019635,4641801990
121.39920557561339,31.17461240165491,4641822049
121.39920511719437,31.17461239730541,4641844275
121.39920460563630,31.17461411901788,4641862802
121.39920412674563,31.17461573448774,4641883030
121.39920362562516,31.17461742873204,4641901991
121.39920346151584,31.17462127951025,4641921862
121.39920306656133,31.17462310367345,4641941868
121.39920270430234,31.17462477686896,4641962949
121.39920233787305,31.17462646989533,4641982274
121.39920194523688,31.17462827904014,4642001816
121.39920158728690,31.17462992863571,4642022688
121.39920162083860,31.17463042261830,4642041706
121.39920128714648,31.17463233080649,4642063016
121.39920102907121,31.17463380409440,4642084856
121.39920072013180,31.17463556049359,4642101707
121.39919974737681,31.17463927634370,4642121783
121.39919941205393,31.17464094272335,4642142533
121.39919903137351,31.17464283016794,4642161612
121.39919869534944,31.17464449367170,4642183207
121.39919835069996,31.17464620055698,4642202226
121.39919799149293,31.17464797385144,4642221725
121.39919758142719,31.17464822024747,4642241970
121.39919719507276,31.17464994811113,4642261890
121.39919680256273,31.17465169688429,4642281653
121.39919640547961,31.17465346371675,4642301651
121.39919571411455,31.17465724788477,4642321843
121.39919534685832,31.17465890363791,4642342717
121.39919495030132,31.17466068833053,4642361611
121.39919454346270,31.17466251891661,4642381964
121.39919417534135,31.17466418115455,4642402825
121.39919377677761,31.17466597896646,4642421753
121.39919355237718,31.17466609984873,4642442218
121.39919321189312,31.17466785245026,4642461721
121.39919284539967,31.17466974294323,4642481575
121.39919252749850,31.17467139050541,4642502980
121.39919167187905,31.17467524840117,4642521628
121.39919133266321,31.17467701125631,4642542598
121.39919101077803,31.17467869095358,4642562550
121.39919062423824,31.17468069319586,4642581552
121.39919031948536,31.17468225627639,4642604208
121.39918997949962,31.17468399306767,4642621897
121.39918949742562,31.17468422225602,4642641543
121.39918910327778,31.17468603141586,4642661814
121.39918873166719,31.17468773062170,4642682319
121.39918827883157,31.17468979178503,4642701577
121.39918731157576,31.17469361298899,4642724930
121.39918642497652,31.17469709663727,4642749432
121.39918641559187,31.17469720056686,4642789073
121.39918582992642,31.17469948876775,4642790216
121.39918570910640,31.17469994285632,4642816334
121.39918523643360,31.17470178386564,4642821526
121.39918480933230,31.17470225138143,4642842506
121.39918436799810,31.17470374942054,4642864396
121.39918379719201,31.17470568341202,4642881579
121.39918333130744,31.17470725745153,4642903753
121.39918294897633,31.17471133111900,4642921794
121.39918252560216,31.17471302020187,4642942283
121.39918203172444,31.17471498784746,4642961458
121.39918142420564,31.17471740480213,4642983784
121.39918112787257,31.17471857494776,4643011194
121.39918071985147,31.17472020208750,4643024466
121.39918054956081,31.17472192818256,4643042162
121.39918032677275,31.17472418581899,4643061334
121.39918019061412,31.17472556006939,4643086389
121.39918001084607,31.17472734214276,4643101635
121.39917829857799,31.17472963818400,4643121408
121.39917780616958,31.17473147092707,4643141567
121.39917735401424,31.17473314249173,4643162319
121.39917687262367,31.17473490999074,4643181241
121.39917638027605,31.17473670960263,4643201238
121.39917583567659,31.17473870889494,4643221580
121.39917612354409,31.17473842346093,4643244148
121.39917563548630,31.17474020037069,4643261742
121.39917513015740,31.17474203719788,4643281774
121.39917465464659,31.17474376592115,4643302463
121.39917406244416,31.17474789543004,4643321920
121.39917370181172,31.17474962789675,4643342300
121.39917333119563,31.17475139637960,4643361563
121.39917293181796,31.17475330663245,4643381212
121.39917257071926,31.17475502614364,4643402410
121.39917216782831,31.17475691166719,4643421482
121.39917170330342,31.17475694531304,4643442398
121.39917116089144,31.17475864789893,4643462216
121.39917059826634,31.17476040474305,4643481438
121.39917001445185,31.17476219398209,4643501286
121.39916958563592,31.17476621719200,4643521515
121.39916909393315,31.17476803418527,4643542407
121.39916861726273,31.17476978664823,4643562670
121.39916815336281,31.17477147763318,4643582209
121.39916765289449,31.17477329413960,4643601058
121.39916713748252,31.17477516134412,4643621291
121.39916780659733,31.17477555450839,4643642069
121.39916731628692,31.17477737691433,4643661943
121.39916684615766,31.17477911577674,4643682160
121.39916633823617,31.17478099081134,4643701433
121.39916550908005,31.17478488067753,4643722194
121.39916499732891,31.17478674293953,4643741503
121.39916452659475,31.17478845121849,4643762096
121.39916402655639,31.17479026363647,4643780972
121.39916350019826,31.17479216637425,4643800984
121.39916298294045,31.17479403221049,4643821981
121.39916312573322,31.17479435783493,4643842559
121.39916247130981,31.17479619500643,4643861040
121.39916181858483,31.17479802593175,4643881622
121.39916122464336,31.17479969505376,4643902125
121.39916083519901,31.17480396053142,4643920808
121.39916032261034,31.17480574765393,4643941365
121.39915979479521,31.17480758456596,4643961055
121.39915910870063,31.17480996824336,4643981288
121.39915872331511,31.17481130384069,4644007530
121.39915823295149,31.17481300650257,4644022233
121.39915890845624,31.17481344604361,4644040965
121.39915854824233,31.17481525996553,4644061331
121.39915818353916,31.17481709924214,4644080970
121.39915779105341,31.17481907532502,4644100875
121.39915676456992,31.17482272908912,4644122257
121.39915643247151,31.17482457453217,4644140878
121.39915608575585,31.17482649821715,4644160783
121.39915576083654,31.17482830163185,4644181521
121.39915540385988,31.17483027708169,4644200952
121.39915507879600,31.17483206096828,4644222230
121.39915565335048,31.17483218380877,4644241443
121.39915649541922,31.17483391507446,4644261031
121.39915737753070,31.17483572879341,4644280970
121.39915817705027,31.17483737442427,4644301836
121.39915224711517,31.17484183678856,4644320768
121.39915187389845,31.17484377041254,4644341096
121.39915151034351,31.17484565278814,4644361849
121.39915116986471,31.17484740786959,4644382043
121.39915078899418,31.17484935585323,4644400868
121.39915044069707,31.17485112538903,4644421758
121.39914996285545,31.17485155185020,4644440725
121.39914964870931,31.17485332773491,4644462051
121.39914931737371,31.17485519640487,4644480999
121.39914894620445,31.17485728740447,4644500933
121.39914760058120,31.17486068392517,4644523230
121.39914710866091,31.17486246616165,4644541342
121.39914659257562,31.17486433890314,4644560632
121.39914605396214,31.17486629174907,4644580886
121.39914554317926,31.17486814586276,4644601999
121.39914506983743,31.17486985834476,4644622036
121.39914519523637,31.17487055121673,4644640541
121.39914472256270,31.17487238813503,4644661410
121.39914422455762,31.17487432511199,4644681180
121.39914376680133,31.17487610601387,4644702023
121.39914304730971,31.17488003397590,4644721186
121.39914249554319,31.17488208526155,4644740808
121.39914202654276,31.17488382756672,4644762932
121.39914155665312,31.17488557378926,4644781721
121.39914105701820,31.17488742774234,4644800549
121.39914053014377,31.17488938326048,4644820539
121.39914032988223,31.17488926093713,4644841622
121.39913998449413,31.17489114591471,4644860807
121.39913963544453,31.17489304543438,4644880852
121.39913929924623,31.17489487613542,4644901052
121.39913894372307,31.17489679669103,4644920516
121.39913858507705,31.17489873754467,4644940941
121.39913824318272,31.17490058471883,4644961574
121.39913790475011,31.17490242411426,4644981209
121.39913754157590,31.17490438351593,4645000754
121.39913720859190,31.17490616154603,4645021583
121.39913684179288,31.17490811284870,4645040492
121.39913648021320,31.17491002264919,4645061243
121.39913610724082,31.17491199880614,4645081554
121.39913579039234,31.17491367764420,4645102561
121.39913543391515,31.17491559369598,4645120403
121.39913507600599,31.17491750197243,4645140750
121.39913472392759,31.17491935213604,4645161024
121.39913436083499,31.17492126204664,4645180692
121.39913400737682,31.17492311724101,4645200993
121.39913361362736,31.17492517815498,4645220712
121.39913328670276,31.17492690979169,4645242621
121.39913293771272,31.17492872776364,4645261017
121.39913255380310,31.17493075154387,4645280347
121.39913221117793,31.17493257035286,4645301855
121.39913184734429,31.17493448230568,4645321181
121.39913147897676,31.17493637122422,4645341513
121.39913113461228,31.17493817098559,4645361625
121.39913078312955,31.17494002281568,4645380769
121.39913039274332,31.17494203561494,4645400462
121.39913002754325,31.17494386315617,4645421892
121.39912966306201,31.17494568516720,4645441377
121.39912931335522,31.17494751702734,4645460798
121.39912893275330,31.17494948617717,4645480281
121.39912854172357,31.17495151415872,4645501240
121.39912822563775,31.17495315873973,4645522826
121.39912783964353,31.17495513676676,4645540331
121.39912748236968,31.17495694541247,4645561407
121.39912711749092,31.17495877963256,4645580693
121.39912673819721,31.17496070477758,4645600253
121.39912636970936,31.17496254040783,4645620777
121.39912597845633,31.17496450933954,4645640366
121.39912561202689,31.17496631003135,4645661369
121.39912520594125,31.17496827418925,4645680602
121.39912485224065,31.17497001947302,4645701599
121.39912444885589,31.17497202622527,4645720252
121.39912409729790,31.17497375695691,4645741679
121.39912369345610,31.17497574757659,4645760190
121.39912332343900,31.17497760059273,4645781462
121.39912294516337,31.17497949144806,4645801251
121.39912259116478,31.17498125222716,4645821445
121.39912220873789,31.17498317764099,4645840266
121.39912185380473,31.17498498417210,4645860832
121.39912146236136,31.17498696335299,4645880140
121.39912110236881,31.17498877624134,4645901303
121.39912070409203,31.17499071498776,4645920713
121.39912031811456,31.17499259978980,4645941506
121.39911990943028,31.17499456491161,4645961714
121.39911957004530,31.17499619769218,4645982781
121.39911913225090,31.17499831594845,4646000295
121.39911878905382,31.17500002841292,4646022962
121.39911840383677,31.17500190486710,4646041284
121.39911802857372,31.17500365966315,4646061386
121.39911763137812,31.17500553428004,4646080257
121.39911723082010,31.17500743920995,4646100387
121.39911679878729,31.17500952033720,4646120836
121.39911642301226,31.17501133899002,4646143129
121.39911608184478,31.17501300117061,4646162636
121.39911570688797,31.17501483113672,4646180470
121.39911525744989,31.17501699927904,4646200064
121.39911493710100,31.17501859262644,4646223236
121.39911456187919,31.17502044632310,4646240310
121.39911415571186,31.17502241887188,4646260126
121.39911378773911,31.17502420584494,4646281220
121.39911337748366,31.17502617203400,4646300349
121.39911293930700,31.17502828059821,4646321377
121.39911260722036,31.17502977756647,4646343899
121.39911218970698,31.17503178734248,4646359999
121.39911180363814,31.17503362381451,4646381446
121.39911140278585,31.17503560230152,4646401047
121.39911103913084,31.17503737784729,4646422122
121.39911059835472,31.17503951762916,4646441066
121.39911028791406,31.17504101644668,4646463861
121.39910985490462,31.17504310416985,4646479910
121.39910951561673,31.17504480515724,4646502155
121.39910909120751,31.17504689433525,4646520289
121.39910875499275,31.17504852113804,4646542520
121.39910834134515,31.17505052052009,4646559899
121.39910796912319,31.17505227814154,4646581181
121.39910755383453,31.17505427958840,4646599915
121.39910716493414,31.17505613459511,4646621180
121.39910675458984,31.17505812679621,4646640899
121.39910640699568,31.17505980186628,4646662028
121.39910599365425,31.17506179470652,4646679836
121.39910561080985,31.17506360280487,4646700969
121.39910518316879,31.17506565692521,4646720186
121.39910481820769,31.17506743625865,4646741961
121.39910443267756,31.17506932221218,4646760847
121.39910406308861,31.17507110767079,4646780848
121.39910364964074,31.17507311266275,4646799812
121.39910328385859,31.17507487531910,4646821076
121.39910288719010,31.17507682659698,4646839806
121.39910250028760,31.17507871624452,4646860479
121.39910211368330,31.17508064089790,4646880475
121.39910175263125,31.17508245227341,4646900790
121.39910132209590,31.17508452851937,4646919886
121.39909244054667,31.17509200265748,4646941777
121.39909198317635,31.17509417670764,4646961682
121.39909164269334,31.17509579390526,4646984561
121.39909127569648,31.17509753330852,4647001578
121.39909085086234,31.17509954693148,4647019879
121.39909027907530,31.17510186113622,4647041058
121.39908985315510,31.17510366450651,4647060743
121.39908934327977,31.17510586542539,4647079758
121.39908896075657,31.17510756490389,4647102918
121.39908780310505,31.17511149763585,4647120790
121.39908734764494,31.17511333277001,4647140897
121.39908688269153,31.17511520384335,4647160311
121.39908642676049,31.17511704966895,4647180094
121.39908595164404,31.17511895377808,4647199594
121.39908546651561,31.17512090004389,4647219718
121.39908600977408,31.17512172037894,4647240274
121.39908567493599,31.17512349836286,4647261041
121.39908529190718,31.17512552700792,4647279627
121.39908495271416,31.17512731867562,4647300820
121.39908341020691,31.17513146805554,4647319525
121.39908306814495,31.17513336626908,4647341201
121.39908274041039,31.17513517480124,4647360961
121.39908239281668,31.17513708949091,4647379782
121.39908200750091,31.17513921774164,4647399694
121.39908138324239,31.17514152777384,4647421806
121.39908101621018,31.17514343444315,4647442994
121.39908068974881,31.17514513239848,4647462804
121.39908028312450,31.17514724799538,4647480435
121.39907996452659,31.17514889184478,4647502392
121.39907887039524,31.17515136059963,4647519453
121.39907853418639,31.17515315767410,4647540898
121.39907814121111,31.17515526570026,4647559503
121.39907780934773,31.17515704961501,4647581316
121.39907744820523,31.17515898482197,4647599772
121.39907708706903,31.17516093541664,4647619794
121.39907690380144,31.17516150875069,4647639963
121.39907653124210,31.17516318054057,4647662045
121.39907609340463,31.17516514186899,4647679425
121.39907564692852,31.17516713449045,4647699817
121.39907523475743,31.17516897709011,4647720534
121.39907481492371,31.17517087358057,4647739682
121.39907437908367,31.17517284119688,4647759374
121.39907395932687,31.17517472908218,4647779806
121.39907351545632,31.17517670847502,4647799413
121.39907307255616,31.17517868459103,4647819976
121.39907264347835,31.17518061526580,4647840496
121.39907223897619,31.17518243837793,4647860528
121.39907177912559,31.17518449331343,4647879437
121.39907137982817,31.17518628984505,4647900754
121.39907092372009,31.17518832411464,4647919377
121.39907050723367,31.17519019511421,4647940469
121.39907007563808,31.17519213272870,4647959852
121.39906963238026,31.17519410159688,4647979919
121.39906909678731,31.17519653145930,4648000314
121.39906881692693,31.17519787733514,4648025445
121.39906834303659,31.17519996333155,4648039346
121.39906787242691,31.17520204779837,4648060963
121.39906733074797,31.17520451064233,4648082541
121.39906705294584,31.17520576436841,4648107983
121.39906658392530,31.17520787128830,4648120948
121.39906621978373,31.17520948509319,4648142719
121.39906573436508,31.17521166098231,4648159405
121.39906536921728,31.17521337709896,4648181874
121.39906492926262,31.17521544917573,4648199557
121.39906454588524,31.17521726351228,4648220905
121.39906411137358,31.17521928090289,4648239610
121.39906369784399,31.17522115510149,4648260421
121.39906324945208,31.17522315628826,4648279768
121.39906281709048,31.17522507548924,4648300432
121.39906241019528,31.17522693141483,4648320236
121.39906195487404,31.17522897164069,4648339354
121.39906153103290,31.17523084856595,4648360381
121.39906111721200,31.17523275414545,4648379728
121.39906069692623,31.17523469624784,4648399327
121.39906025667568,31.17523669442158,4648419315
121.39905980289274,31.17523873406106,4648439893
121.39905941804615,31.17524050381556,4648460909
121.39905897387317,31.17524256813130,4648479108
121.39905856094386,31.17524440597492,4648500320
121.39905812357905,31.17524634197818,4648519223
121.39905768665074,31.17524832620799,4648539130
121.39905722248744,31.17525043689677,4648559493
121.39905680098973,31.17525228307420,4648581171
121.39905636712362,31.17525417193348,4648600175
121.39905592913428,31.17525605362475,4648619633
121.39905541338436,31.17525843762935,4648639004
121.39905508509892,31.17526008771115,4648663416
121.39905469354485,31.17526206305025,4648680210
121.39905435481596,31.17526391528023,4648700344
121.39905391730677,31.17526587717550,4648719167
121.39905347522003,31.17526779089636,4648739327
121.39905305555190,31.17526975542845,4648759062
121.39905264077095,31.17527169821896,4648779239
121.39905221246471,31.17527361077904,4648799240
121.39905177368883,31.17527554999498,4648818955
121.39905129124863,31.17527776670777,4648838959
121.39905093368166,31.17527944941260,4648861723
121.39905049069935,31.17528153602786,4648878959
121.39905008057913,31.17528345762844,4648900321
121.39904966774584,31.17528534289360,4648919976
121.39904926454000,31.17528726822406,4648939289
121.39904883342126,31.17528930976548,4648958970
121.39904843904924,31.17529118539848,4648979883
121.39904799706684,31.17529326132001,4648999093
121.39904759539846,31.17529511933549,4649020391
121.39904717584216,31.17529712533398,4649039469
121.39904679216261,31.17529902617011,4649060058
121.39904633508186,31.17530121482108,4649079528
121.39904598705969,31.17530286201275,4649101982
121.39904555653388,31.17530491535261,4649118858
121.39904515606072,31.17530691905668,4649139913
121.39904479535883,31.17530873611904,4649160412
121.39904439790071,31.17531066121160,4649179024
121.39904396753892,31.17531272117018,4649198798
121.39904358647648,31.17531458294608,4649219975
121.39904318527626,31.17531650424648,4649239098
121.39904277734658,31.17531848945315,4649258864
121.39904236688844,31.17532050851243,4649279294
121.39904199017145,31.17532234423618,4649300049
121.39904155624568,31.17532436332264,4649318931
121.39904116675038,31.17532620543358,4649339760
121.39904076247636,31.17532816598651,4649358751
121.39904034168701,31.17533013486907,4649378946
121.39903990413788,31.17533214120774,4649399264
121.39903950554880,31.17533395525129,4649419968
121.39903902383001,31.17533619342010,4649438671
121.39903864671233,31.17533798766030,4649461771
121.39903824919114,31.17533983404536,4649480207
121.39903782330913,31.17534179570714,4649499209
121.39903738356165,31.17534382245637,4649519432
121.39903697967777,31.17534567548583,4649540348
121.39903652410453,31.17534780768087,4649559429
121.39903614951285,31.17534952270180,4649581395
121.39903573796364,31.17535143680702,4649598979
121.39903527283056,31.17535360125268,4649618643
121.39903489249014,31.17535534336287,4649640939
121.39903447598019,31.17535726985084,4649658814
121.39903403224146,31.17535933228100,4649678641
121.39903363287158,31.17536117290019,4649699893
121.39903320800016,31.17536310469828,4649718857
121.39903276819533,31.17536512770932,4649738805
121.39903232441034,31.17536713023269,4649759706
121.39903193791827,31.17536888855027,4649780436
121.39903141222410,31.17537134155169,4649798610
121.39903110515922,31.17537287279985,4649823986
121.39903067769123,31.17537491373204,4649839747
121.39903029745822,31.17537674971007,4649860868
121.39902991714125,31.17537858537704,4649879864
121.39902950681743,31.17538047865614,4649898871
121.39902907411582,31.17538245412345,4649918507
121.39902861234556,31.17538457840634,4649939030
121.39902818764085,31.17538654751345,4649961093
121.39902782011717,31.17538821917657,4649981536
121.39902739178287,31.17539013327183,4649998846
121.39902697645255,31.17539204122335,4650018715
121.39902653699009,31.17539409171538,4650038507
121.39902613666369,31.17539589427177,4650059774
121.39902567571941,31.17539792206998,4650078498
121.39902525806160,31.17539983987838,4650099603
121.39902488530355,31.17540168556125,4650119521
121.39902448287246,31.17540359367230,4650138613
121.39902406166139,31.17540557142444,4650158421
121.39902361123860,31.17540755664850,4650178985
121.39902319336218,31.17540938706153,4650199692
121.39902275545927,31.17541129592497,4650218757
121.39902233494799,31.17541318997188,4650238679
121.39902190871872,31.17541510650714,4650258448
121.39902136126305,31.17541760215541,4650278457
121.39902108794244,31.17541892458780,4650304522
121.39902060991189,31.17542097340831,4650318286
121.39902019278242,31.17542277240683,4650339743
121.39901975342515,31.17542477302723,4650358599
121.39901936311244,31.17542657753025,4650379526
121.39901889466620,31.17542864045541,4650398400
121.39901848694909,31.17543039026158,4650420020
121.39901807056245,31.17543231776264,4650438419
121.39901762947981,31.17543431258488,4650458625
121.39901721598896,31.17543611525520,4650479558
121.39901679145125,31.17543798802997,4650498559
121.39901631811148,31.17544013737770,4650518267
121.39901595627298,31.17544181111712,4650540811
121.39901551188395,31.17544376856470,4650558404
121.39901507060445,31.17544571937633,4650578959
121.39901467648605,31.17544754692540,4650599439
121.39901426499064,31.17544941935344,4650618592
121.39901382777118,31.17545135632485,4650638251
121.39901340330236,31.17545323440781,4650658601
121.39901296788958,31.17545524440458,4650678339
121.39901255541830,31.17545713962318,4650699403
121.39901213745615,31.17545896715733,4650719284
121.39901171039993,31.17546084420999,4650738497
121.39901121678955,31.17546303447271,4650758196
121.39901086440047,31.17546467124436,4650781155
121.39901044041740,31.17546660062056,4650798236
121.39900999375823,31.17546853596580,4650818402
121.39900952083181,31.17547054930528,4650838649
121.39900910117589,31.17547232333271,4650859739
121.39900863243142,31.17547433447843,4650878287
121.39900820722673,31.17547613076879,4650899343
121.39900775217052,31.17547805805452,4650918134
121.39900730221233,31.17547997281899,4650938329
121.39900684685203,31.17548186824849,4650958403
121.39900638806461,31.17548378703530,4650978312
121.39900593607196,31.17548572725697,4650998459
121.39900550863750,31.17548756646985,4651018815
121.39900507477124,31.17548947787688,4651038134
121.39900461080164,31.17549149516574,4651058185
121.39900419395563,31.17549328531094,4651079356
121.39900376200541,31.17549517397985,4651098190
121.39900331473943,31.17549716834949,4651118029
121.39900290555025,31.17549899197935,4651138936
121.39900246394431,31.17550092776227,4651158091
121.39900202659408,31.17550283184725,4651178415
121.39900160365792,31.17550470660907,4651198411
121.39900117726162,31.17550663495403,4651218079
121.39900074471883,31.17550860243126,4651238265
121.39900033529908,31.17551044855924,4651258839
121.39899991407543,31.17551234440095,4651278153
121.39899945779150,31.17551435655522,4651297984
121.39899905170012,31.17551617318510,4651319042
121.39899861980859,31.17551807941177,4651338052
121.39899817612699,31.17552002495075,4651358002
121.39899775388876,31.17552190090996,4651378362
121.39899731308275,31.17552382974640,4651397981
121.39899687382244,31.17552575412040,4651418160
121.39899644402607,31.17552763811318,4651438272
121.39899599038364,31.17552964588668,4651457944
121.39899557158188,31.17553150087880,4651478890
121.39899513915084,31.17553337764576,4651498242
121.39899469371238,31.17553530985151,4651517836
121.39899424180555,31.17553729745073,4651538000
121.39899382746073,31.17553914366516,4651558719
121.39899338192649,31.17554108203423,4651577937
121.39899290876362,31.17554307524327,4651598135
121.39899247898974,31.17554489923562,4651618917
121.39899204025529,31.17554682874979,4651637911
121.39899157622003,31.17554887236184,4651657960
121.39899116346355,31.17555066137252,4651679204
121.39899071312627,31.17555260152309,4651697814
121.39899023468566,31.17555470152338,4651717996
121.39898983293180,31.17555642954524,4651739813
121.39898938517690,31.17555835849127,4651757765
121.39898893761871,31.17556032808115,4651777799
121.39898850515203,31.17556223127045,4651798214
121.39898807303673,31.17556414198560,4651817922
121.39898761286986,31.17556619710050,4651837715
121.39898720990307,31.17556800587197,4651859008
121.39898677010235,31.17556994207298,4651877727
121.39898632030683,31.17557189404866,4651897802
121.39898588262605,31.17557378585172,4651918064
121.39898543495964,31.17557571851328,4651937699
121.39898498478900,31.17557770404046,4651957738
121.39898456793949,31.17557959304953,4651978297
121.39898412858419,31.17558153102527,4651997841
121.39898366771237,31.17558355618432,4652017904
121.39898324195923,31.17558539991104,4652038847
121.39898280446698,31.17558731451123,4652057888
