X,Y,PHI
0.00476217072222,0.00000000000000,-0.00002353031081
0.00679826447166,-0.00000004790992,-0.00003358013481
0.00978607335886,-0.00000014824094,-0.00004751549805
0.01148771685694,-0.00000022909538,-0.00005541856707
0.14912226525670,-0.00000785660484,-0.00069262736867
0.33667759982404,-0.00013776258348,-0.00158295472670
0.48011918549867,-0.00036482430918,-0.00226102823107
0.64644707600966,-0.00074089700610,-0.00306913094637
0.81513577804725,-0.00125862634742,-0.00386572103360
0.98034287696205,-0.00189727408587,-0.00464424696306
1.14829858298606,-0.00267730747170,-0.00545602250561
1.32189023531121,-0.00362443683170,-0.00627236535665
1.48037632952409,-0.00461853255534,-0.00701382049280
1.67640757856508,-0.00599348309346,-0.00790545466611
1.82592193418065,-0.00717548667740,-0.00860422341208
1.98447179284345,-0.00853971874936,-0.00930333686058
2.15831200323430,-0.01015705944821,-0.01011496732264
2.32422845937010,-0.01183535621765,-0.01088642466864
2.49079626216533,-0.01364875569346,-0.01172459504363
2.66102206179873,-0.01564467571811,-0.01255495288856
2.83994649550355,-0.01789118159167,-0.01349473960510
3.00202694464401,-0.02007854782847,-0.01430206673971
3.17278988550690,-0.02252097733989,-0.01519355146920
3.35455807010744,-0.02528289413533,-0.01611469261517
3.52795258617286,-0.02807733535699,-0.01694695723231
3.69996159805546,-0.03099264382186,-0.01774844078642
3.86541525731400,-0.03392949667913,-0.01848212811658
4.03538293796491,-0.03707121886272,-0.01923356871772
4.20987316700088,-0.04042770257185,-0.01997551909105
4.38897427447505,-0.04400581609067,-0.02073256438075
4.55835188671670,-0.04751795157341,-0.02145712036642
4.73210993479843,-0.05124687121813,-0.02220567244765
4.90511793028014,-0.05508926166791,-0.02292835656770
5.07810370018366,-0.05905623626455,-0.02361863428686
5.25806794445272,-0.06330753647899,-0.02433463815920
5.44134546546779,-0.06776840920890,-0.02508662417573
5.61309765614092,-0.07207799596887,-0.02575059651057
5.78527555536586,-0.07651265982170,-0.02641622581737
5.95673494410758,-0.08104302359050,-0.02703448252495
6.12983505400128,-0.08572383588661,-0.02763536011651
6.30730529475339,-0.09062953881325,-0.02822649986166
6.48501133790632,-0.09564689098703,-0.02881843482246
6.66078207365039,-0.10071373123040,-0.02936003230597
6.83735107521903,-0.10589929291092,-0.02992530736245
7.02589773078756,-0.11154329441120,-0.03052716888337
7.19268455158236,-0.11663640605932,-0.03108113966044
7.37863025573403,-0.12241767221869,-0.03167471959406
7.54967800853268,-0.12783737445418,-0.03224064805817
7.73647402539178,-0.13386188664899,-0.03287909386188
7.91574615207650,-0.13975831663092,-0.03349243310429
8.09351410879993,-0.14571442527067,-0.03409886956951
8.26325822465558,-0.15150475211258,-0.03465510818378
8.44343646823404,-0.15775134950867,-0.03524498147440
8.63240258144529,-0.16441421578679,-0.03584360977288
8.80949691799054,-0.17076463590969,-0.03640247510768
8.98199511478740,-0.17704677237372,-0.03694579828549
9.16472685791053,-0.18380101593803,-0.03754120863316
9.34468727181739,-0.19056012297919,-0.03812816613310
9.53748501509004,-0.19791471163861,-0.03875400084212
9.71154453813323,-0.20466359353309,-0.03929913916235
9.88727338639153,-0.21157314344968,-0.03982936473495
10.06725398042558,-0.21874544923925,-0.04032946592467
10.25811022109451,-0.22644675525029,-0.04085776727177
10.43158163544055,-0.23353835650360,-0.04131795823564
10.62039196404218,-0.24134405617583,-0.04179608245758
10.81416009277840,-0.24944752409493,-0.04228630181123
10.98092400872083,-0.25650355958316,-0.04270821115962
11.15317339222202,-0.26386449859972,-0.04312285775667
11.34448280718583,-0.27211942482412,-0.04358207569948
11.51746908117939,-0.27966330259094,-0.04399613324790
11.70272521764701,-0.28781911923046,-0.04443872692959
11.88556660684627,-0.29594971059977,-0.04485450689982
12.07311389407428,-0.30436769790419,-0.04528181040643
12.24891787699302,-0.31233386599465,-0.04566092209990
12.43437680595685,-0.32080798180551,-0.04603792412664
12.61066464702008,-0.32892964679824,-0.04637520900459
12.79236881940916,-0.33736226186605,-0.04670175465348
12.97796477958412,-0.34603622590761,-0.04703466529999
13.17170860936061,-0.35515562791574,-0.04733643272766
13.34046034070682,-0.36314970466324,-0.04757859716138
13.53179343480997,-0.37225994025855,-0.04782981112726
13.70581598200033,-0.38058975880803,-0.04805808274013
13.88975253603895,-0.38943620851557,-0.04827721973603
14.07534928808738,-0.39840327126019,-0.04847660287728
14.25395832647502,-0.40706841939259,-0.04866829893401
14.44049628502356,-0.41615407909601,-0.04884626143119
14.62977758643764,-0.42540712332243,-0.04902650158305
14.80323782135426,-0.43391809187902,-0.04917075740905
14.99760335620286,-0.44348290216720,-0.04933239998689
15.17430689484524,-0.45220719035492,-0.04945860038178
15.35371274455008,-0.46108759470576,-0.04958673154715
15.53845093510335,-0.47025567329079,-0.04967469177813
15.72305887122380,-0.47943356590565,-0.04976217640689
15.90522276129560,-0.48850592732642,-0.04984842185187
16.08998838121975,-0.49772383824580,-0.04993565340789
16.28535480101544,-0.50748770504846,-0.05000489607347
16.47053987131941,-0.51675559128253,-0.05007077788941
16.64556917252555,-0.52552677580140,-0.05013304687380
16.83336246781260,-0.53494932116433,-0.05022179250294
17.01211745991763,-0.54393427259055,-0.05030618789892
17.19658991781295,-0.55322221507932,-0.05037144794131
17.39159222750391,-0.56305307973828,-0.05044030445279
17.56693438729581,-0.57190489994060,-0.05048154221969
17.75323882270771,-0.58131783245014,-0.05050342973935
17.95027262575267,-0.59127718414756,-0.05052647026713
18.12558048863034,-0.60014241704231,-0.05052647026713
18.31236744189286,-0.60958814192420,-0.05052647026713
18.50879456812584,-0.61952136563886,-0.05050358572815
18.68727634707265,-0.62854300700347,-0.05046195962549
18.88488827108617,-0.63852336473181,-0.05039282822465
19.06531518702886,-0.64762329151574,-0.05030874698793
19.25090195682449,-0.65696781426120,-0.05017901884629
19.43434576458365,-0.66618057822327,-0.05002941794946
19.63177489475025,-0.67606609169278,-0.04982222009648
19.81005697566158,-0.68495585753585,-0.04959354051290
20.00631873694929,-0.69469716076285,-0.04934226655132
20.19279998594962,-0.70390604296796,-0.04908133110150
20.37337736969751,-0.71277614509747,-0.04885014369795
20.56850765021571,-0.72231587688494,-0.04860078959855
20.77253217346491,-0.73223944431994,-0.04838826085553
20.93499762499347,-0.74010700635952,-0.04820091066864
21.12529811641151,-0.74928677365076,-0.04798166458966
21.31669935416745,-0.75847757787170,-0.04771583349129
21.50233560290254,-0.76734209480732,-0.04747971444177
21.69197987135518,-0.77635312279356,-0.04723938369461
21.88529087468357,-0.78549181430795,-0.04701769415468
22.07028183727858,-0.79419607782017,-0.04678305099921
22.26944649958969,-0.80352041194705,-0.04652926921766
22.48076111951776,-0.81335982850242,-0.04628694115933
22.65395399869648,-0.82138212713592,-0.04612863106953
22.84537571512371,-0.83021841719599,-0.04595381889165
23.02562662921304,-0.83850747069122,-0.04580965469543
23.21250676023723,-0.84707437842323,-0.04568142535529
23.41543097360626,-0.85635069921282,-0.04551942389412
23.59917055743429,-0.86472020059958,-0.04537313694120
23.78795162233525,-0.87329167260810,-0.04522310843870
23.98129644772549,-0.88204129212795,-0.04506931547917
24.18092077515786,-0.89104432052401,-0.04488784487019
24.36612796950033,-0.89936346054656,-0.04469843628561
24.55843098174682,-0.90796483362184,-0.04447992106326
24.75756344913549,-0.91682807602370,-0.04427609060491
24.95822235505972,-0.92571827805076,-0.04404684160766
25.13044015793438,-0.93330883784743,-0.04383100110239
25.33209046850739,-0.94215303725550,-0.04357827524504
25.52730537538379,-0.95066555549317,-0.04333450074509
25.70743618046590,-0.95847632383825,-0.04310956489275
25.90936143567985,-0.96718663024491,-0.04283474098541
26.09861730852745,-0.97529831829433,-0.04253477561019
26.29655019998655,-0.98372243035250,-0.04217816993742
26.51153615900403,-0.99279552564383,-0.04174243103637
26.67303863135836,-0.99954094972445,-0.04139753325039
26.86771590839533,-1.00760471574188,-0.04095991375707
27.08400632385553,-1.01646891025614,-0.04045077285266
27.26446492647057,-1.02377258421653,-0.03998594694880
27.46149547065624,-1.03165523868039,-0.03947844447222
27.64553069053077,-1.03892443974683,-0.03896136341055
27.83788491494549,-1.04642261701912,-0.03841946594858
28.03085588160961,-1.05384010840376,-0.03787388693271
28.23529734238850,-1.06158680556291,-0.03729899183957
28.42304860991381,-1.06859298789441,-0.03675090391290
28.61291198689924,-1.07557378172233,-0.03621797853411
28.81606325634650,-1.08293472887428,-0.03564878303180
29.00133821373582,-1.08954235493775,-0.03515089295609
29.20968516222553,-1.09686895401641,-0.03463948966864
29.42340687636166,-1.10427512757052,-0.03413919103855
29.58845606550750,-1.10991196342105,-0.03377155924824
29.78561816190483,-1.11657296736571,-0.03333356887245
29.98940246380940,-1.12336834245598,-0.03290350883645
30.17644760772609,-1.12952500598060,-0.03248726962647
30.38853650482496,-1.13641762020988,-0.03199258332076
30.57549370789365,-1.14240090559394,-0.03155690659706
30.76683416187587,-1.14844102355533,-0.03108896418964
30.96584864674342,-1.15463017186325,-0.03060311906743
31.16097987590873,-1.16060366104517,-0.03014680273449
31.35440465585190,-1.16643656687653,-0.02969408287065
31.55117318726905,-1.17228114585263,-0.02923597975690
31.75002873007079,-1.17809653945900,-0.02877343259853
31.95578436039699,-1.18401846958606,-0.02827249255995
32.14251783134178,-1.18929929737714,-0.02783967926705
32.34384968107364,-1.19490576000016,-0.02735124233090
32.55002872057498,-1.20054641951778,-0.02680510262801
32.73694127308937,-1.20555782998330,-0.02630956874678
32.93885637300041,-1.21087135523772,-0.02579612015162
33.13179059963897,-1.21584941397793,-0.02530680727834
33.32802755140978,-1.22081660512941,-0.02483034548252
33.53866806868407,-1.22604795711328,-0.02434001159163
33.72217994572600,-1.23051552061126,-0.02393317534299
33.92927218317330,-1.23547284199115,-0.02347568091281
34.12648657685008,-1.24010343485140,-0.02308392430891
34.31365284769188,-1.24442473446810,-0.02266936497833
34.53759894040724,-1.24950231999972,-0.02219980159637
34.71367803680481,-1.25341188327769,-0.02181388748214
34.90957953067689,-1.25768593437370,-0.02140670871264
35.11048385454969,-1.26198729176232,-0.02096446409680
35.31353099837825,-1.26624469005862,-0.02053948187809
35.50506756864521,-1.27017930528730,-0.02014034471311
35.73814485465057,-1.27487419699117,-0.01968180963037
35.98120389127568,-1.27965865648607,-0.01922744152121
36.37237943329999,-1.28718088834365,-0.01844909230633
36.38373803096850,-1.28739046793918,-0.01842540273423
36.64555410099659,-1.29221508046212,-0.01788408668506
36.69773617157976,-1.29314840864336,-0.01777647841003
36.90732122578008,-1.29687448532672,-0.01729588018388
37.12599879994765,-1.30065708364085,-0.01677055789564
37.29825228643436,-1.30354614156452,-0.01633945175292
37.52150234283852,-1.30719424975024,-0.01580731395396
37.70267248482810,-1.31005830161573,-0.01537436103472
37.90824960981313,-1.31321916760531,-0.01490501036477
38.10081020021119,-1.31608949776107,-0.01448667675968
38.32462842881830,-1.31933210693043,-0.01404830677478
38.59870138177089,-1.32318262116149,-0.01354001235506
38.73175499368445,-1.32498427881249,-0.01329389475059
38.91100356587413,-1.32736733085075,-0.01298504128616
39.10437149883086,-1.32987836257463,-0.01262951335420
39.35598853906959,-1.33305633231321,-0.01213755957961
39.50883452271636,-1.33491160065338,-0.01182157426352
39.70861025011267,-1.33727337427086,-0.01143333231640
39.91246153272287,-1.33960417529056,-0.01101552121925
40.12249073387206,-1.34191784999499,-0.01065333049288
40.31498487938752,-1.34396863132911,-0.01030243859175
40.51980439105507,-1.34607884643057,-0.00999705178754
